序号,信号时间,方向,成交4H开盘价,成交价,ATR,ATR%,EMA70偏离度%,前3K涨幅%,EMA斜率%,突破实体/ATR,入场基准,是否确认,初始止损,止盈价,出场时间,出场价,持仓K数,R值,是否加仓,出场原因,年份
536,2022-08-17 20:00,做空,23737.1,23672.0,399.49,1.683,-1.94,0.44,-0.14,0.88,突破K极值,确认,24071.49,20831.36,2022-08-20 04:00,20831.36,14,11.936,加仓,止盈,2022
537,2022-08-17 16:00,做空,23774.2,23754.0,408.08,1.716,-1.78,0.61,-0.14,0.09,突破K极值,弱突破,,,2022-08-17 16:00,23737.2,0,0.041,,弱突破平仓,2022
538,2022-08-15 08:00,做多,24294.1,24579.5,377.4,1.553,0.19,-1.06,-0.03,1.49,回调极值,确认,24202.1,29986.99,2022-08-15 12:00,24202.1,1,-1.0,,前3K止损,2022
539,2022-08-14 12:00,做多,24554.3,24632.6,383.58,1.562,1.27,0.21,-0.03,0.82,突破K极值,确认,24249.02,30051.77,2022-08-15 00:00,24249.02,3,-1.0,,前3K止损,2022
540,2022-08-13 08:00,做多,24387.5,24438.8,410.07,1.681,0.61,3.06,-0.25,0.97,突破K极值,确认,24028.73,29815.34,2022-08-14 00:00,24438.8,4,0.0,,KAMA跟踪止损,2022
541,2022-08-13 04:00,做多,24162.0,24260.0,410.18,1.698,-0.32,0.89,-0.25,0.55,突破K极值,弱突破,,,2022-08-13 04:00,24387.5,0,0.311,,弱突破平仓,2022
542,2022-08-13 00:00,做多,23966.7,24149.5,414.85,1.731,-1.13,-0.13,-0.25,0.47,突破K极值,弱突破,,,2022-08-13 00:00,24162.0,0,0.03,,弱突破平仓,2022
543,2022-08-12 16:00,做空,23949.2,23750.0,409.11,1.708,-1.2,1.09,-0.25,0.7,突破K极值,弱突破,,,2022-08-12 16:00,23663.2,0,0.212,,弱突破平仓,2022
544,2022-08-12 04:00,做空,24214.2,24069.7,421.97,1.743,-0.09,0.88,-0.4,0.7,突破K极值,弱突破,,,2022-08-12 04:00,23917.2,0,0.361,,弱突破平仓,2022
545,2022-08-12 00:00,做空,24336.4,24261.8,426.07,1.751,0.42,-0.09,-0.4,0.29,突破K极值,弱突破,,,2022-08-12 00:00,24213.7,0,0.113,,弱突破平仓,2022
546,2022-08-11 08:00,做多,23941.0,24235.2,403.73,1.686,-1.26,3.6,-0.53,0.92,突破K极值,弱突破,,,2022-08-11 08:00,24313.7,0,0.194,,弱突破平仓,2022
547,2022-08-09 16:00,做空,23866.2,23617.6,334.21,1.4,-1.6,0.22,-0.62,1.82,突破K极值,确认,23951.81,20783.49,2022-08-10 20:00,23282.29,7,0.343,加仓,KAMA跟踪止损,2022
548,2022-04-21 16:00,做多,41833.7,41940.0,626.38,1.497,-1.12,1.59,-0.56,0.93,突破K极值,确认,41313.62,51166.8,2022-04-22 00:00,41313.62,2,-1.0,,前3K止损,2022
549,2022-04-21 12:00,做多,41673.9,41768.0,630.82,1.514,-1.5,1.03,-0.56,0.25,突破K极值,弱突破,,,2022-04-21 12:00,41833.7,0,0.104,,弱突破平仓,2022
550,2022-04-11 16:00,做空,42282.5,41650.0,633.75,1.499,-1.39,2.16,-0.33,1.94,突破K极值,确认,42283.75,36652.0,2022-04-13 20:00,40444.48,13,2.109,加仓,KAMA跟踪止损,2022
551,2022-04-11 00:00,做多,42722.5,42850.0,595.39,1.394,-0.59,-0.09,-0.09,0.83,突破K极值,确认,42254.61,52277.0,2022-04-11 04:00,42254.61,1,-1.0,,前3K止损,2022
552,2022-04-10 04:00,做多,42490.3,42629.0,675.22,1.589,-1.19,0.06,0.13,0.35,突破K极值,弱突破,,,2022-04-10 04:00,42727.7,0,0.146,,弱突破平仓,2022
553,2022-04-09 04:00,做空,42722.0,42298.2,770.43,1.803,-0.67,2.33,0.4,0.64,突破K极值,弱突破,,,2022-04-09 04:00,42229.2,0,0.09,,弱突破平仓,2022
554,2022-04-09 00:00,做空,43636.3,42728.0,736.82,1.689,1.46,-0.12,0.4,1.24,突破K极值,弱突破,,,2022-04-09 00:00,42722.1,0,0.008,,弱突破平仓,2022
555,2022-04-05 20:00,做空,46673.3,46404.8,670.03,1.436,8.5,-0.2,1.11,1.39,回调极值,确认,47074.83,40836.22,2022-04-07 20:00,43852.46,12,5.82,加仓,KAMA跟踪止损,2022
556,2022-04-05 04:00,做多,45905.7,46350.0,704.83,1.535,6.9,-0.55,1.15,0.96,突破K极值,弱突破,,,2022-04-05 04:00,46580.9,0,0.328,,弱突破平仓,2022
557,2022-04-04 08:00,做空,46392.3,46169.6,712.67,1.536,8.29,-0.34,1.22,0.56,回调极值,弱突破,,,2022-04-04 08:00,45990.2,0,0.252,,弱突破平仓,2022
558,2022-03-31 20:00,做空,47146.5,46890.0,629.62,1.335,10.82,-0.2,1.55,1.11,突破K极值,确认,47519.62,41263.2,2022-04-01 20:00,45319.29,6,2.906,加仓,KAMA跟踪止损,2022
559,2022-03-24 20:00,做多,42949.5,43500.0,708.85,1.65,2.88,0.19,0.21,1.44,突破K极值,确认,42791.15,53070.0,2022-03-29 04:00,47155.8,26,8.634,加仓,KAMA跟踪止损,2022
560,2022-03-24 04:00,做多,42192.9,42754.8,714.25,1.693,1.23,0.23,0.1,0.95,突破K极值,弱突破,,,2022-03-24 04:00,42867.9,0,0.158,,弱突破平仓,2022
561,2022-03-23 20:00,做多,42028.7,42518.0,705.56,1.679,0.83,-0.76,0.1,0.79,回调极值,弱突破,,,2022-03-23 20:00,42588.7,0,0.1,,弱突破平仓,2022
562,2022-03-22 08:00,做多,40982.0,41544.4,650.72,1.588,-1.55,-0.57,-0.08,1.92,回调极值,确认,40893.68,50684.17,2022-03-23 12:00,41786.76,7,-1.457,加仓,KAMA跟踪止损,2022
563,2022-03-21 08:00,做空,41261.0,40900.0,672.2,1.629,-0.92,0.79,-0.07,0.67,突破K极值,弱突破,,,2022-03-21 08:00,40811.3,0,0.132,,弱突破平仓,2022
564,2022-03-19 00:00,做多,40902.2,41086.0,832.41,2.035,-1.78,0.99,-0.39,1.34,突破K极值,确认,40253.59,50124.92,2022-03-20 20:00,41460.09,11,0.449,,KAMA跟踪止损,2022
565,2022-03-18 08:00,做空,40898.0,40530.0,866.53,2.119,-1.78,-0.38,-0.68,0.46,突破K极值,弱突破,,,2022-03-18 08:00,40500.6,0,0.034,,弱突破平仓,2022
566,2022-03-10 08:00,做空,41939.5,41642.9,1002.42,2.39,-0.6,0.5,-1.04,1.17,回调极值,确认,42645.32,36645.75,2022-03-11 16:00,40051.26,8,0.758,加仓,KAMA跟踪止损,2022
567,2022-03-09 20:00,做多,42150.0,42450.0,1034.23,2.454,-0.09,8.89,-1.04,0.35,突破K极值,弱突破,,,2022-03-09 20:00,42509.0,0,0.057,,弱突破平仓,2022
568,2022-03-09 16:00,做多,41770.6,41893.5,1044.18,2.5,-0.98,7.83,-1.04,0.36,突破K极值,弱突破,,,2022-03-09 16:00,42150.1,0,0.246,,弱突破平仓,2022
569,2022-03-04 08:00,做空,42449.6,41831.0,1086.94,2.561,-0.66,2.14,-0.13,0.93,突破K极值,弱突破,,,2022-03-04 08:00,41441.1,0,0.359,,弱突破平仓,2022
570,2022-03-04 00:00,做空,42549.5,42333.0,1118.83,2.629,-0.43,1.76,-0.13,0.29,突破K极值,弱突破,,,2022-03-04 00:00,42220.6,0,0.1,,弱突破平仓,2022
571,2022-03-03 20:00,做空,43377.3,42858.0,1085.77,2.503,1.51,1.16,-0.13,0.76,突破K极值,弱突破,,,2022-03-03 20:00,42549.5,0,0.284,,弱突破平仓,2022
572,2022-03-03 08:00,做空,43885.8,43321.0,1140.59,2.599,2.68,0.49,-0.36,0.5,回调极值,弱突破,,,2022-03-03 08:00,43312.7,0,0.007,,弱突破平仓,2022
573,2022-02-17 20:00,做空,43158.3,42890.0,768.57,1.781,-1.96,1.6,-0.47,1.63,突破K极值,确认,43658.57,37743.2,2022-02-20 00:00,40341.2,13,4.404,加仓,KAMA跟踪止损,2022
574,2022-02-17 16:00,做空,43902.3,43320.1,749.55,1.707,-0.27,0.68,-0.47,0.99,突破K极值,弱突破,,,2022-02-17 16:00,43158.2,0,0.216,,弱突破平仓,2022
575,2022-02-16 20:00,做空,44160.7,43650.4,755.76,1.711,0.08,0.83,-0.37,0.76,突破K极值,弱突破,,,2022-02-16 20:00,43588.5,0,0.082,,弱突破平仓,2022
576,2022-02-15 16:00,做多,43665.8,43777.0,824.2,1.888,-1.05,3.71,-0.48,0.67,突破K极值,确认,42952.8,53407.94,2022-02-16 12:00,43777.0,5,0.0,,KAMA跟踪止损,2022
577,2022-02-12 00:00,做空,43648.86,42777.0,988.52,2.265,-1.44,-0.78,-0.24,0.93,回调极值,弱突破,,,2022-02-12 00:00,42725.35,0,0.052,,弱突破平仓,2022
578,2022-02-10 00:00,做多,43855.18,44436.44,918.76,2.095,-1.15,1.23,-0.39,0.65,突破K极值,弱突破,,,2022-02-10 00:00,44455.07,0,0.02,,弱突破平仓,2022
579,2022-02-08 20:00,做空,43978.64,43520.0,871.44,1.982,-0.88,-0.34,-0.58,0.66,突破K极值,弱突破,,,2022-02-08 20:00,43406.53,0,0.13,,弱突破平仓,2022
580,2022-02-08 12:00,做多,44162.22,44541.16,807.7,1.829,-0.46,0.81,-0.58,0.84,回调极值,弱突破,,,2022-02-08 12:00,44842.26,0,0.373,,弱突破平仓,2022
581,2022-02-08 00:00,做多,43805.26,43887.81,809.94,1.849,-1.29,2.39,-1.03,0.54,突破K极值,弱突破,,,2022-02-08 00:00,44243.0,0,0.439,,弱突破平仓,2022
582,2021-12-04 00:00,做空,56026.67,55800.0,1194.28,2.131,-1.49,0.59,-0.14,1.79,突破K极值,确认,56994.28,49104.0,2021-12-04 12:00,49104.0,3,9.381,加仓,止盈,2021
583,2021-12-03 20:00,做空,57010.13,56101.81,1158.71,2.032,0.23,-0.88,-0.14,0.85,回调极值,弱突破,,,2021-12-03 20:00,56030.73,0,0.061,,弱突破平仓,2021
584,2021-12-02 08:00,做空,57209.28,56500.0,1261.37,2.205,0.39,-0.04,-0.04,0.7,突破K极值,弱突破,,,2021-12-02 08:00,56328.39,0,0.136,,弱突破平仓,2021
585,2021-12-01 20:00,做多,57187.61,57865.0,1202.22,2.102,0.35,0.37,-0.04,1.22,突破K极值,确认,56662.78,70595.3,2021-12-02 04:00,56662.78,2,-1.0,,前3K止损,2021
586,2021-11-30 12:00,做空,57120.01,56800.16,1146.41,2.007,0.25,0.04,-0.22,0.52,突破K极值,弱突破,,,2021-11-30 12:00,56527.82,0,0.238,,弱突破平仓,2021
587,2021-11-30 00:00,做多,57143.02,57712.5,1124.21,1.967,0.29,-0.46,-0.12,0.7,回调极值,弱突破,,,2021-11-30 00:00,57929.53,0,0.193,,弱突破平仓,2021
588,2021-11-26 12:00,做空,57963.99,57914.38,1171.49,2.021,1.68,1.9,-0.08,0.81,突破K极值,确认,59085.87,50964.65,2021-11-29 04:00,55434.86,16,0.692,加仓,KAMA跟踪止损,2021
589,2021-11-25 20:00,做多,58064.51,58558.6,1206.0,2.077,1.68,1.57,0.17,0.85,突破K极值,弱突破,,,2021-11-25 20:00,59087.59,0,0.439,,弱突破平仓,2021
590,2021-11-25 08:00,做多,57165.09,57505.93,1226.78,2.146,0.21,0.9,0.21,0.5,突破K极值,弱突破,,,2021-11-25 08:00,57779.29,0,0.223,,弱突破平仓,2021
591,2021-11-24 00:00,做多,56921.97,57776.0,1379.93,2.424,-0.21,-0.09,0.27,0.65,突破K极值,弱突破,,,2021-11-24 00:00,57815.12,0,0.028,,弱突破平仓,2021
592,2021-11-22 08:00,做空,58648.87,58550.0,1169.16,1.993,2.82,0.11,0.46,1.04,突破K极值,确认,59719.16,51524.0,2021-11-23 16:00,57670.48,8,-0.67,加仓,KAMA跟踪止损,2021
593,2021-11-21 04:00,做多,59460.97,59664.97,1301.05,2.188,4.31,1.81,0.55,0.2,突破K极值,弱突破,,,2021-11-21 04:00,59716.29,0,0.039,,弱突破平仓,2021
594,2021-11-21 00:00,做多,57633.69,58851.91,1248.85,2.167,1.1,-1.54,0.55,1.46,突破K极值,弱突破,,,2021-11-21 00:00,59460.97,0,0.488,,弱突破平仓,2021
595,2021-11-20 20:00,做空,58655.28,57960.0,1245.11,2.123,2.9,-1.01,0.55,0.82,回调极值,弱突破,,,2021-11-20 20:00,57633.69,0,0.262,,弱突破平仓,2021
596,2021-11-20 08:00,做多,58069.52,58333.0,1341.68,2.31,2.01,1.84,0.77,0.35,突破K极值,弱突破,,,2021-11-20 08:00,58532.75,0,0.149,,弱突破平仓,2021
597,2021-11-18 20:00,做空,59255.0,59002.27,1315.33,2.22,4.15,1.84,1.18,0.85,突破K极值,确认,60317.6,51922.0,2021-11-19 20:00,57804.15,6,0.239,加仓,KAMA跟踪止损,2021
598,2021-11-18 16:00,做空,59782.7,59533.54,1332.14,2.228,5.08,0.73,1.18,0.4,突破K极值,弱突破,,,2021-11-18 16:00,59255.0,0,0.209,,弱突破平仓,2021
599,2021-11-17 08:00,做空,60106.03,59143.03,1312.22,2.183,5.84,0.81,1.86,0.78,突破K极值,弱突破,,,2021-11-17 08:00,59079.0,0,0.049,,弱突破平仓,2021
600,2021-11-15 04:00,做多,64211.73,64850.0,1097.43,1.709,13.66,-0.72,2.31,1.24,回调极值,确认,63752.57,79117.0,2021-11-15 20:00,65109.51,4,0.236,,KAMA跟踪止损,2021
601,2021-10-01 12:00,做多,43609.27,44100.0,1004.71,2.304,-1.53,1.12,-0.31,1.14,回调极值,确认,43095.29,53802.0,2021-10-03 04:00,47554.81,10,3.511,加仓,KAMA跟踪止损,2021
602,2021-09-24 16:00,做空,44785.01,43873.11,1115.94,2.492,0.62,-0.09,-0.52,2.93,突破K极值,确认,44989.05,38608.34,2021-09-26 16:00,42971.73,12,-0.128,加仓,KAMA跟踪止损,2021
603,2021-09-24 00:00,做多,43740.48,44413.45,1141.13,2.609,-1.84,-0.71,-0.24,0.88,回调极值,弱突破,,,2021-09-24 00:00,44743.97,0,0.29,,弱突破平仓,2021
604,2021-09-23 12:00,做多,44053.95,44177.0,1189.96,2.701,-1.14,1.98,-0.24,0.13,突破K极值,弱突破,,,2021-09-23 12:00,44211.73,0,0.029,,弱突破平仓,2021
605,2021-09-20 08:00,做空,47256.92,46840.0,772.91,1.636,5.62,0.18,1.04,2.2,突破K极值,确认,47612.91,41219.2,2021-09-21 08:00,41219.2,6,11.938,加仓,止盈,2021
606,2021-09-18 08:00,做多,47303.11,47740.0,842.76,1.782,6.14,-0.24,0.87,0.73,突破K极值,弱突破,,,2021-09-18 08:00,47917.73,0,0.211,,弱突破平仓,2021
607,2021-09-14 20:00,做多,45986.45,46200.0,1010.01,2.196,3.85,2.25,0.48,0.75,突破K极值,确认,45189.99,56364.0,2021-09-16 08:00,47649.94,9,0.836,加仓,KAMA跟踪止损,2021
608,2021-09-14 16:00,做多,45729.41,45915.59,1036.22,2.266,3.27,2.16,0.48,0.25,突破K极值,弱突破,,,2021-09-14 16:00,45986.45,0,0.068,,弱突破平仓,2021
609,2021-09-14 12:00,做多,45204.06,45547.0,1045.85,2.314,2.08,1.9,0.48,0.5,突破K极值,弱突破,,,2021-09-14 12:00,45731.1,0,0.176,,弱突破平仓,2021
610,2021-09-13 12:00,做空,44630.29,44558.0,989.87,2.218,0.96,2.79,0.45,0.14,突破K极值,弱突破,,,2021-09-13 12:00,44492.14,0,0.067,,弱突破平仓,2021
611,2021-09-12 16:00,做多,45364.48,45499.0,966.44,2.13,2.68,-0.03,0.53,0.76,突破K极值,确认,44532.56,55508.78,2021-09-13 08:00,46069.16,4,0.59,,KAMA跟踪止损,2021
612,2021-09-10 20:00,做空,46349.99,45622.0,1113.8,2.403,5.11,0.14,1.12,0.82,突破K极值,弱突破,,,2021-09-10 20:00,45441.49,0,0.162,,弱突破平仓,2021
613,2021-09-09 20:00,做多,46289.6,46546.08,1183.81,2.557,5.03,0.49,1.63,0.59,突破K极值,弱突破,,,2021-09-09 20:00,46989.14,0,0.374,,弱突破平仓,2021
614,2021-09-08 12:00,做空,46461.53,45943.97,1241.15,2.671,5.58,0.39,1.92,1.09,回调极值,确认,47185.12,40430.69,2021-09-09 04:00,45943.97,4,0.0,,KAMA跟踪止损,2021
615,2021-09-03 16:00,做多,49353.7,49893.19,845.19,1.713,14.31,-0.1,1.94,1.01,回调极值,弱突破,,,2021-09-03 16:00,50203.77,0,0.367,,弱突破平仓,2021
616,2021-09-01 16:00,做多,47214.0,47506.77,825.47,1.748,10.33,-0.27,1.96,0.64,突破K极值,弱突破,,,2021-09-01 16:00,47745.0,0,0.289,,弱突破平仓,2021
617,2021-08-31 04:00,做空,48666.62,47400.0,805.2,1.655,14.54,-1.43,2.08,2.04,突破K极值,弱突破,,,2021-08-31 04:00,47024.7,0,0.466,,弱突破平仓,2021
618,2021-08-06 00:00,做多,38721.79,39540.08,979.0,2.528,2.89,-1.84,0.8,2.01,回调极值,确认,38561.08,48238.9,2021-08-09 00:00,43389.87,18,5.134,加仓,KAMA跟踪止损,2021
619,2021-08-04 20:00,做多,38152.87,38554.27,952.38,2.496,1.63,-0.13,0.87,1.19,回调极值,确认,37601.89,47036.21,2021-08-05 16:00,38554.27,5,0.0,,KAMA跟踪止损,2021
620,2021-08-03 08:00,做空,39147.47,38658.0,1040.51,2.658,4.51,0.98,1.27,0.48,突破K极值,弱突破,,,2021-08-03 08:00,38651.44,0,0.006,,弱突破平仓,2021
621,2021-07-28 04:00,做多,37780.57,38748.53,1271.13,3.365,2.38,1.82,-0.35,1.31,突破K极值,确认,37477.4,47273.21,2021-07-30 16:00,38937.9,15,-1.261,加仓,KAMA跟踪止损,2021
622,2021-07-27 20:00,做多,38027.32,38069.94,1297.45,3.412,3.05,2.18,-0.35,0.14,突破K极值,弱突破,,,2021-07-27 20:00,38203.37,0,0.103,,弱突破平仓,2021
623,2021-07-27 00:00,做多,38536.93,39284.65,1232.9,3.199,4.64,0.68,-0.92,0.67,回调极值,弱突破,,,2021-07-27 00:00,39358.4,0,0.06,,弱突破平仓,2021
624,2021-05-13 00:00,做空,55540.65,55300.0,1417.58,2.552,2.77,3.93,0.49,0.76,突破K极值,确认,56717.58,48664.0,2021-05-13 04:00,48664.0,1,5.339,加仓,止盈,2021
625,2021-05-12 08:00,做多,56712.7,56908.66,1438.33,2.536,4.68,2.59,0.92,0.77,突破K极值,确认,55470.33,69428.57,2021-05-12 20:00,55470.33,3,-1.0,,前3K止损,2021
626,2021-05-12 00:00,做多,56086.62,56262.61,1499.59,2.674,3.53,1.61,0.92,0.38,突破K极值,弱突破,,,2021-05-12 00:00,56657.12,0,0.263,,弱突破平仓,2021
627,2021-05-07 20:00,做多,56510.55,57179.13,1402.3,2.481,5.08,0.13,0.75,0.75,回调极值,弱突破,,,2021-05-07 20:00,57558.06,0,0.27,,弱突破平仓,2021
628,2021-05-05 20:00,做多,55198.07,55913.94,1410.77,2.556,2.98,3.62,0.83,1.7,突破K极值,确认,54503.17,68215.01,2021-05-07 00:00,56287.3,7,-1.007,加仓,KAMA跟踪止损,2021
629,2021-05-04 20:00,做空,56192.3,54450.31,1252.64,2.229,5.06,1.79,0.87,1.84,回调极值,弱突破,,,2021-05-04 20:00,53881.84,0,0.454,,弱突破平仓,2021
630,2021-04-30 20:00,做多,54280.0,54850.0,1297.5,2.39,2.11,1.35,0.55,2.2,突破K极值,确认,53552.5,66917.0,2021-05-02 08:00,57129.88,9,1.811,加仓,KAMA跟踪止损,2021
631,2021-04-30 12:00,做多,53673.0,53858.11,1348.98,2.513,0.97,-0.14,0.55,0.5,回调极值,弱突破,,,2021-04-30 12:00,54354.01,0,0.368,,弱突破平仓,2021
632,2021-04-30 00:00,做空,53748.78,53333.89,1383.69,2.574,1.36,0.97,0.09,0.62,突破K极值,弱突破,,,2021-04-30 00:00,52894.68,0,0.317,,弱突破平仓,2021
633,2021-04-29 00:00,做多,54367.04,55343.7,1399.0,2.573,2.56,-0.77,-0.09,0.77,突破K极值,弱突破,,,2021-04-29 00:00,55447.48,0,0.074,,弱突破平仓,2021
634,2021-04-27 16:00,做多,54524.37,54869.09,1599.57,2.934,2.96,0.92,-0.3,0.39,突破K极值,弱突破,,,2021-04-27 16:00,55144.07,0,0.172,,弱突破平仓,2021
635,2021-04-27 12:00,做多,53463.58,54364.89,1597.23,2.988,0.96,-0.2,-0.3,0.66,回调极值,弱突破,,,2021-04-27 12:00,54524.36,0,0.1,,弱突破平仓,2021
636,2021-04-27 00:00,做多,53576.65,53952.0,1639.75,3.061,1.28,2.2,-0.49,0.27,突破K极值,弱突破,,,2021-04-27 00:00,54026.17,0,0.045,,弱突破平仓,2021
637,2021-04-26 16:00,做多,52816.01,53092.0,1702.24,3.223,-0.15,7.01,-0.49,0.46,突破K极值,弱突破,,,2021-04-26 16:00,53591.99,0,0.294,,弱突破平仓,2021
638,2021-04-26 12:00,做多,52419.73,52500.0,1736.87,3.313,-0.9,4.27,-0.49,0.23,突破K极值,弱突破,,,2021-04-26 12:00,52816.0,0,0.182,,弱突破平仓,2021
639,2021-04-23 04:00,做空,52944.7,52228.0,1744.84,3.296,-0.33,2.25,0.45,0.7,突破K极值,弱突破,,,2021-04-23 04:00,51714.61,0,0.294,,弱突破平仓,2021
640,2021-04-23 00:00,做空,54676.74,53080.29,1680.71,3.074,2.93,-2.18,0.45,1.03,突破K极值,弱突破,,,2021-04-23 00:00,52940.59,0,0.083,,弱突破平仓,2021
641,2021-04-22 08:00,做空,53794.72,53610.0,1678.74,3.12,1.21,1.39,0.93,0.17,突破K极值,弱突破,,,2021-04-22 08:00,53505.17,0,0.062,,弱突破平仓,2021
642,2021-04-22 04:00,做空,55465.14,54257.88,1669.46,3.01,4.34,-0.31,0.93,1.0,回调极值,弱突破,,,2021-04-22 04:00,53800.0,0,0.274,,弱突破平仓,2021
643,2021-04-21 16:00,做空,55291.42,54948.28,1685.44,3.048,4.02,2.27,0.93,0.44,突破K极值,弱突破,,,2021-04-21 16:00,54556.02,0,0.233,,弱突破平仓,2021
644,2021-04-21 00:00,做多,55348.87,56478.99,1782.17,3.22,4.16,1.46,1.38,0.69,突破K极值,弱突破,,,2021-04-21 00:00,56574.32,0,0.053,,弱突破平仓,2021
645,2021-04-19 08:00,做多,56140.05,56683.77,1745.07,3.108,5.99,5.23,2.29,0.5,突破K极值,弱突破,,,2021-04-19 08:00,57018.73,0,0.192,,弱突破平仓,2021
646,2021-04-10 08:00,做多,58176.04,58818.05,960.77,1.651,14.8,-0.71,2.24,1.16,回调极值,弱突破,,,2021-04-10 08:00,59286.01,0,0.487,,弱突破平仓,2021
647,2020-10-29 20:00,做多,13043.02,13338.25,232.24,1.781,14.22,-1.61,2.58,1.66,突破K极值,弱突破,,,2020-10-29 20:00,13429.04,0,0.391,,弱突破平仓,2020
648,2020-10-19 20:00,做多,11474.34,11543.0,106.61,0.929,5.43,-0.23,0.86,3.07,回调极值,确认,11436.39,14082.46,2020-10-23 08:00,12886.48,21,23.308,加仓,KAMA跟踪止损,2020
649,2020-10-19 04:00,做多,11430.44,11489.0,108.13,0.946,5.27,-0.19,0.8,0.65,突破K极值,弱突破,,,2020-10-19 04:00,11501.1,0,0.112,,弱突破平仓,2020
650,2020-10-18 12:00,做多,11364.54,11397.0,115.14,1.013,4.66,0.25,0.8,0.76,突破K极值,弱突破,,,2020-10-18 12:00,11452.44,0,0.481,,弱突破平仓,2020
651,2020-10-16 00:00,做多,11395.42,11420.0,125.95,1.105,5.41,0.15,0.91,0.98,回调极值,确认,11294.05,13932.4,2020-10-16 12:00,11294.05,3,-1.0,,前3K止损,2020
652,2020-10-15 16:00,做空,11393.99,11336.21,123.53,1.084,5.4,-0.46,0.91,0.64,回调极值,弱突破,,,2020-10-15 16:00,11315.0,0,0.172,,弱突破平仓,2020
653,2020-10-14 20:00,做空,11362.0,11353.01,127.0,1.118,5.29,0.5,0.89,0.33,突破K极值,弱突破,,,2020-10-14 20:00,11319.81,0,0.261,,弱突破平仓,2020
654,2020-10-12 20:00,做多,11246.31,11417.76,117.17,1.042,4.58,-1.08,0.7,2.61,突破K极值,确认,11300.59,13929.67,2020-10-13 16:00,11417.76,5,0.0,,KAMA跟踪止损,2020
655,2020-10-12 16:00,做空,11376.24,11278.0,110.83,0.974,5.79,-0.36,0.7,1.17,回调极值,弱突破,,,2020-10-12 16:00,11246.32,0,0.286,,弱突破平仓,2020
656,2020-10-08 20:00,做多,10598.99,10664.77,86.66,0.818,-0.82,-0.57,0.06,3.39,回调极值,确认,10578.11,13011.02,2020-10-12 04:00,11294.45,20,12.122,加仓,KAMA跟踪止损,2020
657,2020-10-08 12:00,做空,10634.23,10593.0,85.84,0.807,-0.48,-0.09,0.06,0.56,回调极值,弱突破,,,2020-10-08 12:00,10586.29,0,0.078,,弱突破平仓,2020
658,2020-10-08 00:00,做多,10624.87,10645.62,91.01,0.857,-0.51,0.51,-0.04,0.23,突破K极值,弱突破,,,2020-10-08 00:00,10645.92,0,0.003,,弱突破平仓,2020
659,2020-10-07 00:00,做空,10726.87,10613.0,92.45,0.862,0.44,0.29,-0.07,1.75,突破K极值,确认,10705.45,9339.44,2020-10-07 16:00,10613.0,4,0.0,,KAMA跟踪止损,2020
660,2020-10-06 16:00,做空,10705.0,10701.0,89.33,0.834,0.24,0.18,-0.07,0.13,突破K极值,弱突破,,,2020-10-06 16:00,10693.32,0,0.086,,弱突破平仓,2020
661,2020-10-06 04:00,做多,10724.12,10770.49,92.88,0.866,0.39,0.43,-0.07,0.66,突破K极值,弱突破,,,2020-10-06 04:00,10785.0,0,0.156,,弱突破平仓,2020
662,2020-10-05 00:00,做多,10586.81,10648.0,98.77,0.933,-0.86,0.43,-0.07,0.82,回调极值,弱突破,,,2020-10-05 00:00,10667.93,0,0.202,,弱突破平仓,2020
663,2020-10-01 20:00,做空,10897.75,10773.0,110.86,1.017,1.97,-1.16,0.07,1.69,回调极值,确认,10883.86,9480.24,2020-10-04 12:00,10607.72,16,0.374,加仓,KAMA跟踪止损,2020
664,2020-10-01 16:00,做多,10817.82,10850.0,109.97,1.017,1.22,1.06,0.07,0.73,突破K极值,弱突破,,,2020-10-01 16:00,10897.75,0,0.434,,弱突破平仓,2020
665,2020-09-30 04:00,做多,10735.01,10797.0,118.34,1.102,0.45,0.12,0.08,0.86,回调极值,弱突破,,,2020-09-30 04:00,10836.98,0,0.338,,弱突破平仓,2020
666,2020-09-28 08:00,做多,10768.0,10776.45,119.76,1.112,0.8,1.37,-0.07,0.95,突破K极值,确认,10656.69,13147.27,2020-09-29 04:00,10776.45,5,0.0,,KAMA跟踪止损,2020
667,2020-09-27 12:00,做空,10778.0,10678.03,121.62,1.128,0.9,-0.55,-0.07,0.91,回调极值,弱突破,,,2020-09-27 12:00,10667.25,0,0.089,,弱突破平仓,2020
668,2020-09-27 08:00,做多,10726.5,10776.68,124.1,1.157,0.44,0.18,-0.14,0.41,突破K极值,弱突破,,,2020-09-27 08:00,10777.99,0,0.011,,弱突破平仓,2020
669,2020-09-26 00:00,做多,10640.81,10697.78,139.78,1.314,-0.35,-0.19,-0.23,0.52,回调极值,弱突破,,,2020-09-26 00:00,10713.35,0,0.111,,弱突破平仓,2020
670,2020-09-25 00:00,做多,10532.65,10542.66,138.87,1.318,-1.36,2.27,-0.17,0.81,突破K极值,确认,10403.79,12862.05,2020-09-25 20:00,10553.57,5,0.079,,KAMA跟踪止损,2020
671,2020-09-23 12:00,做空,10470.87,10444.09,132.32,1.264,-1.93,-0.21,-0.08,0.36,回调极值,弱突破,,,2020-09-23 12:00,10423.76,0,0.154,,弱突破平仓,2020
