序号,信号时间,方向,入场线类型,成交价,ATR,ATR%,EMA70偏离度%,突破K数,前3K方向涨幅%,量比,状态,不做原因,是否确认,是否加仓,加仓价,出场时间,出场价,持仓K数,底仓R值,加仓R值,R值,基础档位,出场原因,年份
1782,2023-07-11 00:00,做多,6K极值,30350.0,251.92,0.831,6.76,24,0.52,2.66,做上,,确认,,,2023-07-11 16:00,30459.73,4,0.436,,0.436,2.0x,KAMA跟踪止损,2023
1783,2023-07-10 20:00,做多,基准值,30233.7,253.87,0.84,6.48,4,0.25,1.82,做上,,弱突破,,,2023-07-10 20:00,30302.59,0,0.271,,0.271,2.0x,弱突破平仓,2023
1784,2023-07-10 04:00,做空,6K极值,30173.55,264.01,0.873,6.71,5,0.08,0.65,做上,,弱突破,,,2023-07-10 04:00,30147.9,0,0.097,,0.097,1.5x,弱突破平仓,2023
1785,2023-07-09 00:00,做空,基准值,30136.63,304.34,1.008,6.8,6,0.21,0.45,做上,,弱突破,,,2023-07-09 00:00,30101.37,0,0.116,,0.116,1.5x,弱突破平仓,2023
1786,2023-07-07 20:00,做多,6K极值,30292.8,356.09,1.183,6.69,4,0.74,1.46,做上,,弱突破,,,2023-07-07 20:00,30376.3,0,0.234,,0.234,2.0x,弱突破平仓,2023
1787,2023-07-06 12:00,做多,基准值,30579.6,290.48,0.953,8.25,4,0.44,1.12,未做,持仓中跳过,确认,,,2023-07-06 20:00,30289.12,2,-1.0,,-1.0,,前3K止损,2023
1788,2023-07-05 20:00,做空,6K极值,30345.75,306.57,1.009,8.15,17,1.17,1.85,未做,持仓中跳过,弱突破,,,2023-07-05 20:00,30345.0,0,0.002,,0.002,,弱突破平仓,2023
1789,2023-07-05 16:00,做空,基准值,30660.89,298.96,0.972,9.47,15,-0.25,1.92,未做,持仓中跳过,确认,,,2023-07-06 12:00,30655.02,5,0.02,,0.02,,KAMA跟踪止损,2023
1790,2023-07-05 00:00,做空,6K极值,30864.52,316.56,1.023,10.43,6,0.74,2.18,做上,,确认,是,30345.0,2023-07-06 12:00,30655.02,9,0.662,-0.68,-0.018,1.5x,KAMA跟踪止损,2023
1791,2023-07-04 00:00,做多,6K极值,31158.8,320.29,1.031,11.1,20,1.01,2.0,未做,持仓中跳过,弱突破,,,2023-07-04 00:00,31252.9,0,0.294,,0.294,,弱突破平仓,2023
1792,2023-07-03 20:00,做多,基准值,30792.9,305.8,0.999,9.53,17,0.02,1.75,做上,,确认,是,31252.9,2023-07-04 16:00,30865.58,5,0.238,-0.506,-0.268,2.0x,KAMA跟踪止损,2023
1793,2023-06-30 20:00,做空,基准值,30344.04,379.15,1.227,11.55,8,-1.52,4.83,做上,,确认,,,2023-07-01 08:00,30391.3,3,-0.125,,-0.125,1.5x,3K收盘认赔,2023
1794,2023-06-29 16:00,做多,6K极值,30413.11,364.83,1.203,9.81,7,0.83,1.5,做上,,确认,,,2023-06-30 08:00,30413.11,4,0.0,,0.0,2.0x,KAMA跟踪止损,2023
1795,2023-06-28 12:00,做空,6K极值,30343.86,377.49,1.24,10.53,7,0.15,0.89,做上,,弱突破,,,2023-06-28 12:00,30177.0,0,0.442,,0.442,1.5x,弱突破平仓,2023
1796,2023-06-27 16:00,做多,6K极值,30482.4,379.49,1.248,10.69,10,0.56,1.52,做上,,确认,,,2023-06-28 08:00,30482.4,4,0.0,,0.0,2.0x,KAMA跟踪止损,2023
1797,2023-06-26 00:00,做空,6K极值,30455.82,405.02,1.325,12.03,4,0.54,0.62,未做,持仓中跳过,弱突破,,,2023-06-26 00:00,30423.2,0,0.081,,0.081,,弱突破平仓,2023
1798,2023-06-24 20:00,做空,基准值,30414.81,443.8,1.446,12.8,5,-0.02,0.62,未做,持仓中跳过,弱突破,,,2023-06-24 20:00,30394.54,0,0.046,,0.046,,弱突破平仓,2023
1799,2023-06-23 20:00,做多,6K极值,30192.0,410.78,1.363,11.17,2282,0.83,2.16,做上,,确认,是,30874.6,2023-06-26 04:00,30308.92,14,0.285,-0.517,-0.233,2.0x,KAMA跟踪止损,2023
1800,2023-06-22 20:00,做空,6K极值,29838.19,427.62,1.429,10.82,3,0.23,1.43,做上,,弱突破,,,2023-06-22 20:00,29837.2,0,0.002,,0.002,1.5x,弱突破平仓,2023
1801,2023-06-22 00:00,做多,6K极值,29986.47,396.52,1.329,10.86,380,3.95,3.64,未做,持仓中跳过,弱突破,,,2023-06-22 00:00,30105.6,0,0.3,,0.3,,弱突破平仓,2023
1802,2023-06-21 20:00,做多,6K极值,29178.09,358.26,1.239,7.45,310,2.23,3.73,未做,持仓中跳过,确认,是,30105.6,2023-06-22 16:00,29985.24,5,2.253,-0.094,2.159,,KAMA跟踪止损,2023
1803,2023-06-21 08:00,做多,6K极值,28388.1,337.35,1.192,5.46,264,5.18,2.34,未做,持仓中跳过,确认,是,28921.24,2023-06-22 16:00,29985.24,8,4.734,1.222,5.957,,KAMA跟踪止损,2023
1804,2023-06-21 04:00,做多,6K极值,28131.02,327.39,1.171,4.25,136,4.28,1.78,未做,持仓中跳过,弱突破,,,2023-06-21 04:00,28291.7,0,0.491,,0.491,,弱突破平仓,2023
1805,2023-06-21 00:00,做多,6K极值,27118.8,284.35,1.051,0.86,126,0.65,6.2,做上,,确认,是,28291.7,2023-06-22 16:00,29985.24,10,10.081,1.162,11.243,2.0x,KAMA跟踪止损,2023
1806,2023-06-20 00:00,做多,6K极值,26568.8,252.65,0.956,-1.32,4,0.14,3.51,做上,,弱突破,,,2023-06-20 00:00,26671.5,0,0.406,,0.406,2.0x,弱突破平仓,2023
1807,2023-06-19 04:00,做空,6K极值,26435.3,266.41,1.0,-0.53,7,-0.26,1.25,未做,持仓中跳过,弱突破,,,2023-06-19 04:00,26329.88,0,0.396,,0.396,,弱突破平仓,2023
1808,2023-06-17 12:00,做多,基准值,26500.65,317.95,1.211,-2.03,45,1.6,1.4,未做,持仓中跳过,弱突破,,,2023-06-17 12:00,26587.7,0,0.274,,0.274,,弱突破平仓,2023
1809,2023-06-17 00:00,做多,6K极值,25861.98,311.41,1.205,-3.6,18,1.14,2.8,未做,持仓中跳过,确认,是,26336.0,2023-06-19 04:00,26412.64,13,1.768,0.098,1.866,,KAMA跟踪止损,2023
1810,2023-06-16 20:00,做多,6K极值,25618.0,292.99,1.151,-5.01,9,-0.49,2.12,做上,,确认,是,26370.93,2023-06-19 04:00,26412.64,14,2.712,0.04,2.752,2.0x,KAMA跟踪止损,2023
1811,2023-06-16 04:00,做多,6K极值,25500.0,304.44,1.196,-5.11,5,1.89,1.62,做上,,弱突破,,,2023-06-16 04:00,25588.48,0,0.291,,0.291,2.0x,弱突破平仓,2023
1812,2023-06-16 00:00,做多,6K极值,25099.9,289.91,1.162,-6.97,4,-0.42,1.67,未做,持仓中跳过,确认,是,25588.48,2023-06-16 20:00,25333.57,5,0.806,-0.327,0.479,,KAMA跟踪止损,2023
1813,2023-06-15 04:00,做空,6K极值,25771.24,271.9,1.051,-3.69,538,0.09,3.89,做上,,确认,是,25054.8,2023-06-16 00:00,25291.08,5,1.766,-0.239,1.527,1.5x,KAMA跟踪止损,2023
1814,2023-06-13 20:00,做空,基准值,25812.8,288.51,1.102,-2.68,4,-1.11,2.84,做上,,弱突破,,,2023-06-13 20:00,25751.0,0,0.214,,0.214,1.5x,弱突破平仓,2023
1815,2023-06-13 16:00,做多,6K极值,26146.11,292.36,1.122,-3.13,8,0.96,1.04,做上,,弱突破,,,2023-06-13 16:00,26182.8,0,0.125,,0.125,2.0x,弱突破平仓,2023
1816,2023-06-13 08:00,做多,基准值,25983.2,297.67,1.149,-3.85,3,-0.3,1.13,做上,,弱突破,,,2023-06-13 08:00,26054.7,0,0.24,,0.24,2.0x,弱突破平仓,2023
1817,2023-06-12 00:00,做多,6K极值,25836.7,300.65,1.168,-4.53,5,0.1,1.37,未做,持仓中跳过,确认,,,2023-06-12 12:00,25793.3,3,-0.144,,-0.144,,3K收盘认赔,2023
1818,2023-06-10 12:00,做空,6K极值,26258.95,303.8,1.155,-2.52,21,0.58,3.31,做上,,确认,是,25718.7,2023-06-12 00:00,25847.17,9,1.355,-0.152,1.203,1.5x,KAMA跟踪止损,2023
1819,2023-06-10 08:00,做空,6K极值,26374.93,305.79,1.155,-2.07,5,0.5,0.66,做上,,弱突破,,,2023-06-10 08:00,26312.77,0,0.203,,0.203,1.5x,弱突破平仓,2023
1820,2023-06-10 00:00,做空,基准值,26414.57,325.51,1.23,-2.08,3,0.03,0.49,做上,,弱突破,,,2023-06-10 00:00,26399.0,0,0.048,,0.048,1.5x,弱突破平仓,2023
1821,2023-06-08 20:00,做多,6K极值,26511.4,348.36,1.318,-2.3,5,0.36,1.19,做上,,确认,,,2023-06-09 08:00,26473.11,3,-0.11,,-0.11,2.0x,3K收盘认赔,2023
1822,2023-06-07 20:00,做空,6K极值,26349.16,361.0,1.343,-0.64,4,1.22,2.09,未做,持仓中跳过,弱突破,,,2023-06-07 20:00,26331.5,0,0.049,,0.049,,弱突破平仓,2023
1823,2023-06-07 04:00,做多,6K极值,27203.11,334.02,1.234,-0.02,11,5.32,1.37,未做,持仓中跳过,弱突破,,,2023-06-07 04:00,27219.0,0,0.048,,0.048,,弱突破平仓,2023
1824,2023-06-07 00:00,做多,6K极值,26113.03,291.07,1.117,-3.8,9,1.29,3.5,做上,,确认,是,27219.0,2023-06-08 04:00,26159.74,7,0.16,-0.758,-0.598,2.0x,KAMA跟踪止损,2023
1825,2023-06-06 20:00,做多,6K极值,25805.79,266.77,1.039,-5.19,4,-0.16,4.23,未做,持仓中跳过,确认,是,27075.1,2023-06-08 04:00,26159.74,8,1.327,-0.596,0.731,,KAMA跟踪止损,2023
1826,2023-06-06 00:00,做空,6K极值,26029.77,261.63,1.005,-3.86,483,3.0,5.3,未做,持仓中跳过,确认,,,2023-06-06 20:00,25851.31,5,0.682,,0.682,,KAMA跟踪止损,2023
1827,2023-06-05 20:00,做空,6K极值,26661.61,234.34,0.876,-1.15,68,1.27,4.29,未做,持仓中跳过,确认,是,25615.0,2023-06-06 20:00,25851.31,6,3.458,-0.184,3.273,,KAMA跟踪止损,2023
1828,2023-06-05 08:00,做空,6K极值,27041.38,239.42,0.883,-0.03,17,0.31,1.71,做上,,确认,是,26031.8,2023-06-06 20:00,25851.31,9,4.971,0.145,5.115,1.5x,KAMA跟踪止损,2023
1829,2023-06-05 04:00,做空,基准值,27111.47,231.21,0.85,0.33,3,-0.23,1.83,做上,,弱突破,,,2023-06-05 04:00,27108.69,0,0.012,,0.012,1.5x,弱突破平仓,2023
1830,2023-06-04 16:00,做多,6K极值,27154.0,251.11,0.925,0.09,3,0.21,0.58,做上,,弱突破,,,2023-06-04 16:00,27192.22,0,0.152,,0.152,2.0x,弱突破平仓,2023
1831,2023-06-04 00:00,做空,基准值,27100.9,264.89,0.97,0.67,5,-0.62,0.87,做上,,弱突破,,,2023-06-04 00:00,27085.0,0,0.06,,0.06,1.5x,弱突破平仓,2023
1832,2023-06-03 20:00,做多,基准值,27233.85,268.01,0.988,0.01,14,-0.41,0.56,做上,,弱突破,,,2023-06-03 20:00,27299.62,0,0.245,,0.245,2.0x,弱突破平仓,2023
1833,2023-06-03 00:00,做多,6K极值,27226.22,303.22,1.12,-0.13,9,0.33,0.8,做上,,弱突破,,,2023-06-03 00:00,27226.5,0,0.001,,0.001,2.0x,弱突破平仓,2023
1834,2023-06-01 08:00,做空,6K极值,26839.58,295.78,1.087,0.28,23,-0.42,1.67,未做,持仓中跳过,弱突破,,,2023-06-01 08:00,26770.68,0,0.233,,0.233,,弱突破平仓,2023
1835,2023-05-31 20:00,做空,6K极值,26972.75,294.63,1.088,-0.13,20,2.15,1.77,未做,持仓中跳过,弱突破,,,2023-05-31 20:00,26900.7,0,0.245,,0.245,,弱突破平仓,2023
1836,2023-05-31 12:00,做空,基准值,27546.18,278.2,1.006,1.92,15,0.07,2.51,做上,,确认,是,27087.9,2023-06-02 12:00,27138.67,12,1.465,-0.069,1.396,1.5x,KAMA跟踪止损,2023
1837,2023-05-30 16:00,做多,6K极值,27930.0,273.32,0.986,2.22,6,0.36,1.15,做上,,弱突破,,,2023-05-30 16:00,28015.35,0,0.312,,0.312,2.0x,弱突破平仓,2023
1838,2023-05-29 20:00,做空,6K极值,27751.0,276.11,0.989,2.96,3,0.53,1.47,未做,持仓中跳过,弱突破,,,2023-05-29 20:00,27622.1,0,0.467,,0.467,,弱突破平仓,2023
1839,2023-05-29 04:00,做多,6K极值,27712.74,248.24,0.902,1.59,108,1.1,2.26,未做,持仓中跳过,确认,,,2023-05-29 20:00,27727.86,4,0.061,,0.061,,KAMA跟踪止损,2023
1840,2023-05-29 00:00,做多,6K极值,27321.78,234.37,0.86,0.65,77,0.33,2.37,未做,持仓中跳过,确认,是,28055.8,2023-05-29 20:00,27727.86,5,1.733,-0.339,1.394,,KAMA跟踪止损,2023
1841,2023-05-28 08:00,做多,6K极值,26882.25,232.11,0.865,-0.8,23,0.58,1.79,做上,,确认,是,27264.1,2023-05-29 20:00,27727.86,9,3.643,0.755,4.398,2.0x,KAMA跟踪止损,2023
1842,2023-05-28 04:00,做多,6K极值,26830.64,235.64,0.882,-1.25,7,0.02,0.37,做上,,弱突破,,,2023-05-28 04:00,26843.58,0,0.055,,0.055,2.0x,弱突破平仓,2023
1843,2023-05-26 20:00,做多,6K极值,26540.0,254.55,0.962,-2.27,12,-0.04,2.13,做上,,确认,,,2023-05-27 20:00,26588.84,6,0.192,,0.192,2.0x,KAMA跟踪止损,2023
1844,2023-05-24 20:00,做空,6K极值,26616.7,245.3,0.918,-1.34,70,1.76,3.38,未做,持仓中跳过,确认,是,26241.2,2023-05-25 20:00,26407.73,6,0.852,-0.268,0.584,,KAMA跟踪止损,2023
1845,2023-05-24 08:00,做空,6K极值,27096.9,236.02,0.867,0.34,7,0.45,2.09,做上,,确认,是,26665.55,2023-05-25 20:00,26407.73,9,2.92,0.386,3.306,1.5x,KAMA跟踪止损,2023
1846,2023-05-24 00:00,做空,6K极值,27173.97,244.16,0.894,0.71,3,0.18,1.14,未做,持仓中跳过,弱突破,,,2023-05-24 00:00,27172.93,0,0.004,,0.004,,弱突破平仓,2023
1847,2023-05-23 08:00,做多,基准值,27092.22,232.9,0.868,-1.01,26,0.08,2.9,做上,,确认,,,2023-05-24 00:00,27100.27,4,0.035,,0.035,2.0x,KAMA跟踪止损,2023
1848,2023-05-22 08:00,做空,6K极值,26662.27,238.14,0.891,-1.43,14,0.31,1.26,未做,持仓中跳过,弱突破,,,2023-05-22 08:00,26637.8,0,0.103,,0.103,,弱突破平仓,2023
1849,2023-05-22 04:00,做空,基准值,26790.6,237.39,0.883,-0.86,13,0.58,0.79,未做,持仓中跳过,弱突破,,,2023-05-22 04:00,26734.27,0,0.237,,0.237,,弱突破平仓,2023
1850,2023-05-21 16:00,做空,基准值,26956.44,246.09,0.91,-0.29,7,0.03,1.12,做上,,确认,,,2023-05-22 20:00,26956.44,7,0.0,,0.0,1.5x,KAMA跟踪止损,2023
1851,2023-05-21 08:00,做多,6K极值,27141.33,253.92,0.937,-0.15,14,0.83,0.63,做上,,弱突破,,,2023-05-21 08:00,27166.4,0,0.099,,0.099,2.0x,弱突破平仓,2023
1852,2023-05-21 00:00,做多,6K极值,26962.7,259.31,0.963,-0.73,6,0.31,0.79,做上,,弱突破,,,2023-05-21 00:00,27054.2,0,0.353,,0.353,2.0x,弱突破平仓,2023
1853,2023-05-20 20:00,做多,6K极值,26908.9,267.66,0.996,-0.98,4,-0.0,0.38,做上,,弱突破,,,2023-05-20 20:00,26936.0,0,0.101,,0.101,2.0x,弱突破平仓,2023
1854,2023-05-19 00:00,做空,6K极值,27043.55,310.87,1.148,-0.24,6,1.01,2.86,做上,,确认,,,2023-05-19 20:00,26972.34,5,0.229,,0.229,1.5x,KAMA跟踪止损,2023
1855,2023-05-18 20:00,做空,6K极值,27143.4,305.1,1.114,0.92,4,0.01,2.15,未做,持仓中跳过,弱突破,,,2023-05-18 20:00,27077.4,0,0.216,,0.216,,弱突破平仓,2023
1856,2023-05-18 00:00,做多,基准值,27092.4,309.08,1.154,-1.34,10,-0.98,2.01,做上,,确认,,,2023-05-18 20:00,27092.4,5,0.0,,0.0,2.0x,KAMA跟踪止损,2023
1857,2023-05-17 16:00,做空,6K极值,26755.03,310.06,1.155,-1.17,19,0.32,1.44,做上,,弱突破,,,2023-05-17 16:00,26627.8,0,0.41,,0.41,1.5x,弱突破平仓,2023
1858,2023-05-17 12:00,做空,基准值,26871.6,308.62,1.141,-0.37,12,-0.09,0.94,做上,,弱突破,,,2023-05-17 12:00,26834.91,0,0.119,,0.119,1.5x,弱突破平仓,2023
1859,2023-05-16 08:00,做空,6K极值,27131.25,327.48,1.206,0.01,5,0.62,1.53,未做,持仓中跳过,弱突破,,,2023-05-16 08:00,27118.7,0,0.038,,0.038,,弱突破平仓,2023
1860,2023-05-16 04:00,做空,6K极值,27216.07,330.04,1.204,0.94,4,-0.02,0.63,未做,持仓中跳过,弱突破,,,2023-05-16 04:00,27152.5,0,0.193,,0.193,,弱突破平仓,2023
1861,2023-05-15 12:00,做多,6K极值,27277.6,338.33,1.243,0.25,21,0.54,1.49,未做,持仓中跳过,弱突破,,,2023-05-15 12:00,27398.5,0,0.357,,0.357,,弱突破平仓,2023
1862,2023-05-15 08:00,做多,基准值,27180.76,327.32,1.217,-0.9,20,0.4,1.53,未做,持仓中跳过,弱突破,,,2023-05-15 08:00,27216.44,0,0.109,,0.109,,弱突破平仓,2023
1863,2023-05-14 20:00,做多,6K极值,26888.7,334.82,1.249,-1.3,16,0.12,1.21,做上,,确认,是,27398.5,2023-05-16 08:00,27050.15,9,0.482,-0.683,-0.201,2.0x,KAMA跟踪止损,2023
1864,2023-05-13 04:00,做多,6K极值,26595.42,419.47,1.586,-2.62,4,0.61,1.07,未做,持仓中跳过,弱突破,,,2023-05-13 04:00,26783.6,0,0.449,,0.449,,弱突破平仓,2023
1865,2023-05-12 12:00,做空,6K极值,26528.39,413.75,1.557,-2.18,332,2.2,1.48,做上,,确认,,,2023-05-13 04:00,26528.39,4,0.0,,0.0,1.5x,KAMA跟踪止损,2023
1866,2023-05-12 08:00,做空,6K极值,26714.1,407.03,1.51,-0.82,272,1.59,0.99,做上,,弱突破,,,2023-05-12 08:00,26573.8,0,0.345,,0.345,1.5x,弱突破平仓,2023
1867,2023-05-12 00:00,做空,6K极值,26959.1,410.96,1.512,-0.03,263,0.96,1.58,做上,,弱突破,,,2023-05-12 00:00,26825.9,0,0.324,,0.324,1.5x,弱突破平仓,2023
1868,2023-05-11 20:00,做空,6K极值,27282.99,397.98,1.453,0.78,4,0.7,2.13,做上,,弱突破,,,2023-05-11 20:00,27171.38,0,0.28,,0.28,1.5x,弱突破平仓,2023
1869,2023-05-10 20:00,做多,基准值,27829.83,350.67,1.268,1.76,13,0.18,3.08,做上,,确认,,,2023-05-11 00:00,27479.16,1,-1.0,,-1.0,2.0x,前3K止损,2023
1870,2023-05-09 20:00,做空,6K极值,27430.51,377.04,1.363,1.81,3,-0.02,1.59,未做,持仓中跳过,弱突破,,,2023-05-09 20:00,27386.47,0,0.117,,0.117,,弱突破平仓,2023
1871,2023-05-09 00:00,做空,6K极值,27576.0,390.03,1.399,2.63,70,1.11,1.81,未做,持仓中跳过,确认,,,2023-05-09 12:00,27657.11,3,-0.208,,-0.208,,3K收盘认赔,2023
1872,2023-05-08 12:00,做空,6K极值,28017.02,388.3,1.378,3.78,33,2.57,1.07,未做,持仓中跳过,弱突破,,,2023-05-08 12:00,27961.84,0,0.142,,0.142,,弱突破平仓,2023
1873,2023-05-08 08:00,做空,6K极值,28383.3,377.17,1.327,4.68,26,1.42,1.95,未做,持仓中跳过,确认,是,27329.1,2023-05-10 04:00,27760.39,11,1.652,-0.415,1.236,,KAMA跟踪止损,2023
1874,2023-05-08 04:00,做空,基准值,28713.25,367.4,1.272,6.44,7,0.0,0.87,做上,,确认,是,27961.84,2023-05-10 04:00,27760.39,12,2.594,0.18,2.774,1.5x,KAMA跟踪止损,2023
1875,2023-05-06 20:00,做空,6K极值,29140.18,380.4,1.3,7.96,15,0.78,2.02,做上,,确认,,,2023-05-07 16:00,28939.23,5,0.528,,0.528,1.5x,KAMA跟踪止损,2023
1876,2023-05-06 00:00,做多,6K极值,29423.4,408.93,1.393,8.46,29,0.55,1.38,做上,,弱突破,,,2023-05-06 00:00,29544.95,0,0.297,,0.297,2.0x,弱突破平仓,2023
1877,2023-05-04 20:00,做空,基准值,28946.06,417.41,1.432,7.99,3,-0.44,1.58,未做,持仓中跳过,弱突破,,,2023-05-04 20:00,28852.84,0,0.223,,0.223,,弱突破平仓,2023
1878,2023-05-04 04:00,做多,6K极值,28774.35,411.97,1.455,5.12,16,-1.13,1.58,做上,,确认,,,2023-05-04 20:00,28774.35,4,0.0,,0.0,2.0x,KAMA跟踪止损,2023
1879,2023-05-03 20:00,做空,基准值,28330.68,401.04,1.405,5.95,5,0.43,1.6,未做,持仓中跳过,弱突破,,,2023-05-03 20:00,28295.07,0,0.089,,0.089,,弱突破平仓,2023
1880,2023-05-02 20:00,做多,6K极值,28148.6,412.48,1.469,4.47,5,0.08,3.44,做上,,确认,,,2023-05-03 20:00,28424.15,6,0.668,,0.668,2.0x,KAMA跟踪止损,2023
1881,2023-05-02 00:00,做空,6K极值,28071.52,432.43,1.536,4.97,28,1.36,2.12,做上,,确认,,,2023-05-02 16:00,28071.52,4,0.0,,0.0,1.5x,KAMA跟踪止损,2023
1882,2023-05-01 20:00,做空,6K极值,28273.18,426.65,1.496,6.29,27,2.41,1.96,做上,,弱突破,,,2023-05-01 20:00,28157.3,0,0.272,,0.272,1.5x,弱突破平仓,2023
1883,2023-05-01 08:00,做空,6K极值,29154.38,414.01,1.417,9.07,23,-0.11,1.98,未做,持仓中跳过,确认,是,28510.7,2023-05-02 20:00,28370.75,9,1.893,0.132,2.025,,KAMA跟踪止损,2023
1884,2023-04-30 20:00,做多,6K极值,29336.3,388.28,1.33,8.95,15,-0.11,1.86,做上,,确认,,,2023-05-01 08:00,28948.02,3,-1.0,,-1.0,2.0x,前3K止损,2023
1885,2023-04-28 16:00,做空,基准值,29262.83,558.02,1.893,10.62,3,0.63,0.6,做上,,弱突破,,,2023-04-28 16:00,29231.3,0,0.057,,0.057,1.5x,弱突破平仓,2023
1886,2023-04-28 00:00,做多,6K极值,29529.57,584.72,2.007,9.66,5,0.9,1.43,做上,,弱突破,,,2023-04-28 00:00,29661.5,0,0.226,,0.226,1.0x,弱突破平仓,2023
1887,2023-04-27 00:00,做空,基准值,28288.64,418.2,1.403,12.55,4,-5.34,3.01,未做,持仓中跳过,确认,,,2023-04-27 04:00,28706.84,1,-1.0,,-1.0,,前3K止损,2023
1888,2023-04-26 20:00,做多,6K极值,29128.14,384.28,1.328,9.28,42,2.31,3.6,未做,持仓中跳过,确认,,,2023-04-27 00:00,28743.86,1,-1.0,,-1.0,,前3K止损,2023
1889,2023-04-26 16:00,做多,6K极值,28562.59,364.2,1.284,7.12,36,2.79,2.74,未做,持仓中跳过,确认,是,29807.94,2023-04-27 00:00,28198.39,2,-1.0,-1.0,-2.0,,前3K止损,2023
1890,2023-04-26 04:00,做多,6K极值,27757.5,354.83,1.286,4.43,25,1.27,2.19,做上,,确认,是,28297.79,2023-04-27 00:00,28604.2,5,2.386,0.342,2.729,2.0x,KAMA跟踪止损,2023
1891,2023-04-26 00:00,做多,6K极值,27465.6,349.75,1.28,3.42,6,-0.02,1.64,做上,,弱突破,,,2023-04-26 00:00,27598.87,0,0.381,,0.381,2.0x,弱突破平仓,2023
1892,2023-04-24 08:00,做多,基准值,27728.0,346.28,1.256,4.69,5,-0.2,1.23,做上,,弱突破,,,2023-04-24 08:00,27780.0,0,0.15,,0.15,2.0x,弱突破平仓,2023
1893,2023-04-23 04:00,做多,6K极值,27763.0,361.07,1.308,4.94,6,1.24,0.54,做上,,弱突破,,,2023-04-23 04:00,27804.7,0,0.115,,0.115,2.0x,弱突破平仓,2023
1894,2023-04-23 00:00,做多,6K极值,27548.1,364.79,1.328,4.45,5,0.61,0.83,做上,,弱突破,,,2023-04-23 00:00,27606.44,0,0.16,,0.16,2.0x,弱突破平仓,2023
1895,2023-04-22 20:00,做多,6K极值,27384.9,367.36,1.347,3.69,4,0.08,0.8,未做,持仓中跳过,弱突破,,,2023-04-22 20:00,27477.0,0,0.251,,0.251,,弱突破平仓,2023
1896,2023-04-22 00:00,做空,基准值,27811.78,381.01,1.359,6.74,106,0.97,2.03,做上,,确认,,,2023-04-22 20:00,27516.08,5,0.776,,0.776,1.5x,KAMA跟踪止损,2023
1897,2023-04-21 00:00,做空,6K极值,28361.79,374.19,1.313,8.61,64,1.23,1.99,未做,持仓中跳过,确认,,,2023-04-21 20:00,28288.51,5,0.196,,0.196,,KAMA跟踪止损,2023
1898,2023-04-20 20:00,做空,基准值,28555.1,363.57,1.271,9.01,58,0.71,1.89,未做,持仓中跳过,弱突破,,,2023-04-20 20:00,28491.5,0,0.175,,0.175,,弱突破平仓,2023
1899,2023-04-20 04:00,做空,基准值,29036.01,347.69,1.19,11.61,54,2.83,1.97,做上,,确认,是,28491.5,2023-04-21 20:00,28288.51,10,2.15,0.373,2.523,1.5x,KAMA跟踪止损,2023
1900,2023-04-19 16:00,做空,6K极值,29983.91,315.98,1.051,14.86,7,0.48,3.46,未做,持仓中跳过,确认,是,29246.03,2023-04-21 20:00,28288.51,13,5.366,0.909,6.274,,KAMA跟踪止损,2023
1901,2023-04-18 16:00,做多,6K极值,29789.9,293.98,0.988,14.01,8,1.02,2.48,做上,,确认,是,30366.48,2023-04-19 16:00,29798.08,6,0.028,-0.653,-0.625,2.0x,KAMA跟踪止损,2023
1902,2023-04-18 12:00,做多,基准值,29565.0,290.48,0.987,12.77,4,0.28,1.25,未做,持仓中跳过,确认,是,30367.9,2023-04-19 16:00,29798.08,7,0.802,-0.521,0.281,,KAMA跟踪止损,2023
1903,2023-04-17 20:00,做空,6K极值,29413.55,293.03,0.991,13.8,39,2.41,2.4,未做,持仓中跳过,弱突破,,,2023-04-17 20:00,29350.14,0,0.216,,0.216,,弱突破平仓,2023
1904,2023-04-17 16:00,做空,6K极值,29741.2,282.13,0.946,14.84,38,1.57,1.63,未做,持仓中跳过,确认,,,2023-04-18 12:00,29674.15,5,0.238,,0.238,,KAMA跟踪止损,2023
1905,2023-04-17 08:00,做空,基准值,30150.0,273.39,0.903,17.06,23,-0.24,1.99,做上,,确认,是,29562.2,2023-04-18 12:00,29674.15,7,1.741,-0.13,1.611,1.5x,KAMA跟踪止损,2023
1906,2023-04-14 20:00,做空,基准值,30297.05,335.75,1.09,20.19,3,-1.41,2.03,做上,,弱突破,,,2023-04-14 20:00,30232.86,0,0.191,,0.191,1.5x,弱突破平仓,2023
1907,2023-04-14 08:00,做多,基准值,30579.32,332.71,1.096,19.18,1851,0.71,1.43,做上,,弱突破,,,2023-04-14 08:00,30684.6,0,0.316,,0.316,2.0x,弱突破平仓,2023
1908,2023-04-13 20:00,做多,6K极值,30360.98,337.14,1.118,18.34,5,0.92,1.55,做上,,弱突破,,,2023-04-13 20:00,30428.34,0,0.2,,0.2,2.0x,弱突破平仓,2023
1909,2023-04-12 08:00,做空,6K极值,29942.43,337.67,1.119,19.78,4,-0.48,1.2,做上,,弱突破,,,2023-04-12 08:00,29914.9,0,0.082,,0.082,1.5x,弱突破平仓,2023
1910,2023-04-11 08:00,做多,6K极值,29751.7,311.4,1.051,18.23,1826,4.71,3.74,未做,持仓中跳过,确认,,,2023-04-12 04:00,30006.28,5,0.818,,0.818,,KAMA跟踪止损,2023
