序号,组别,信号时间,方向,6K极值,入场基准,是否有回调突破线,回调偏移%,ATR,ATR%,突破K收盘价,入场价,初始止损,止盈目标,出场时间,出场价,持仓K数,R值,收益率%,MFE%,出场原因,同信号对方R值,年份
750,A_原策略_6K极值,2022-05-25 08:00,做多,29887.3,29887.3,否,0.0,610.48,2.043,30188.9,29887.3,29276.82,36462.51,2022-05-26 00:00,29616.0,4,-0.4444,-0.908,1.077,保本平仓,,2022
751,A_原策略_6K极值,2022-05-24 00:00,做空,29730.6,29730.6,是,0.0,603.74,2.031,29062.8,29730.6,30334.34,26162.93,2022-05-25 04:00,29730.6,7,0.0,0.0,3.676,保本平仓,,2022
752,A_原策略_6K极值,2022-05-22 16:00,做多,29650.0,29650.0,是,0.0,622.8,2.101,29891.1,29650.0,29027.2,36173.0,2022-05-23 20:00,30014.26,7,0.5849,1.229,3.4,KAMA跟踪,,2022
753,A_原策略_6K极值,2022-05-20 20:00,做空,29345.0,29345.0,是,0.0,788.34,2.686,29142.0,29345.0,30133.34,25823.6,2022-05-21 12:00,29345.0,4,0.0,0.0,2.191,保本平仓,,2022
754,A_原策略_6K极值,2022-05-19 20:00,做多,29890.0,29890.0,是,0.0,845.15,2.828,30386.4,29890.0,29044.85,36465.8,2022-05-20 12:00,29890.0,4,0.0,0.0,2.992,保本平仓,,2022
755,A_原策略_6K极值,2022-05-18 20:00,做空,29420.0,29420.0,是,0.0,890.45,3.027,28971.9,29420.0,30310.45,25889.6,2022-05-19 12:00,29420.0,4,0.0,0.0,2.687,保本平仓,,2022
756,A_原策略_6K极值,2022-05-16 04:00,做多,30555.0,30555.0,是,0.664,1074.34,3.516,31324.4,30555.0,29480.66,37277.1,2022-05-16 12:00,29480.66,2,-1.0,-3.516,2.528,ATR止损,,2022
757,A_原策略_6K极值,2022-05-14 16:00,做空,29180.1,29180.1,是,0.0,1234.08,4.229,29065.0,29180.1,30414.18,25678.49,2022-05-15 08:00,30079.5,4,-0.7288,-3.082,1.98,保本平仓,,2022
758,A_原策略_6K极值,2022-05-13 08:00,做多,30257.0,30257.0,是,0.0,1404.47,4.642,30564.3,30257.0,28852.53,36913.54,2022-05-14 00:00,30257.0,4,0.0,0.0,2.696,保本平仓,,2022
759,A_原策略_6K极值,2022-05-10 04:00,做空,30300.0,30300.0,否,0.0,844.29,2.786,30056.6,30300.0,31144.29,26664.0,2022-05-10 08:00,31144.29,1,-1.0,-2.786,1.976,ATR止损,,2022
760,A_原策略_6K极值,2022-05-08 04:00,做空,35702.9,35702.9,是,0.0,650.59,1.822,35466.7,35702.9,36353.49,31418.55,2022-05-10 00:00,31418.55,11,6.5853,12.0,15.133,固定止盈,,2022
761,A_原策略_6K极值,2022-05-04 16:00,做多,38770.0,38770.0,是,0.284,627.12,1.618,38987.5,38770.0,38142.88,47299.4,2022-05-05 20:00,38906.83,7,0.2182,0.353,3.357,KAMA跟踪,,2022
762,A_原策略_6K极值,2022-05-04 00:00,做空,38032.2,38032.2,是,0.0,615.76,1.619,37707.3,38032.2,38647.96,33468.34,2022-05-04 12:00,38647.96,3,-1.0,-1.619,1.36,ATR止损,,2022
763,A_原策略_6K极值,2022-05-02 12:00,做多,38809.0,38809.0,是,0.331,652.77,1.682,38869.6,38809.0,38156.23,47346.98,2022-05-03 00:00,38156.23,3,-1.0,-1.682,1.064,ATR止损,,2022
764,A_原策略_6K极值,2022-04-29 16:00,做空,38861.8,38861.8,是,0.0,723.99,1.863,38737.7,38861.8,39585.79,34198.38,2022-05-01 20:00,38631.78,13,0.3177,0.592,3.89,KAMA跟踪,,2022
765,A_原策略_6K极值,2022-04-27 00:00,做空,38530.2,38530.2,是,0.96,720.99,1.871,38250.8,38530.2,39251.19,33906.58,2022-04-27 16:00,39070.0,4,-0.7487,-1.401,2.228,保本平仓,,2022
766,A_原策略_6K极值,2022-04-26 04:00,做多,40390.0,40390.0,是,1.585,683.11,1.691,40411.0,40390.0,39706.89,49275.8,2022-04-26 20:00,40390.0,4,0.0,0.0,1.015,保本平仓,,2022
767,A_原策略_6K极值,2022-04-22 04:00,做空,41118.2,41118.2,是,0.0,670.96,1.632,40449.8,41118.2,41789.16,36184.02,2022-04-26 00:00,39533.55,23,2.3618,3.854,7.314,KAMA跟踪,,2022
768,A_原策略_6K极值,2022-04-21 16:00,做多,42166.8,42166.8,是,0.0,626.38,1.485,42418.0,42166.8,41540.42,51443.5,2022-04-22 00:00,41540.42,2,-1.0,-1.485,1.895,ATR止损,,2022
769,A_原策略_6K极值,2022-04-20 16:00,做多,41788.0,41788.0,是,0.0,604.89,1.448,42070.8,41788.0,41183.11,50981.36,2022-04-20 20:00,41183.11,1,-1.0,-1.448,0.89,ATR止损,,2022
770,A_原策略_6K极值,2022-04-19 20:00,做多,41310.0,41310.0,是,0.0,635.0,1.537,41433.3,41310.0,40675.0,50398.2,2022-04-20 12:00,41310.0,4,0.0,0.0,0.799,保本平仓,,2022
771,A_原策略_6K极值,2022-04-18 04:00,做空,39768.0,39768.0,是,0.821,541.71,1.362,39649.1,39768.0,40309.71,34995.84,2022-04-19 00:00,39768.0,5,0.0,0.0,3.275,保本平仓,,2022
772,A_原策略_6K极值,2022-04-15 00:00,做空,39908.0,39908.0,是,2.235,738.2,1.85,39752.6,39908.0,40646.2,35119.04,2022-04-15 16:00,40225.6,4,-0.4302,-0.796,0.687,保本平仓,,2022
773,A_原策略_6K极值,2022-04-11 16:00,做空,41650.0,41650.0,是,1.848,633.75,1.522,41055.1,41650.0,42283.75,36652.0,2022-04-13 20:00,40444.48,13,1.9022,2.894,6.034,KAMA跟踪,,2022
774,A_原策略_6K极值,2022-04-11 00:00,做多,42888.2,42888.2,是,0.0,595.39,1.388,43217.2,42888.2,42292.81,52323.6,2022-04-11 04:00,42292.81,1,-1.0,-1.388,1.192,ATR止损,,2022
775,A_原策略_6K极值,2022-04-09 00:00,做空,42728.0,42728.0,是,1.041,736.82,1.724,42722.1,42728.0,43464.82,37600.64,2022-04-10 04:00,42728.0,7,0.0,0.0,1.531,保本平仓,,2022
776,A_原策略_6K极值,2022-04-06 08:00,做空,45300.0,45300.0,是,2.439,721.13,1.592,45200.0,45300.0,46021.13,39864.0,2022-04-07 20:00,43852.46,9,2.0073,3.195,5.773,KAMA跟踪,,2022
777,A_原策略_6K极值,2022-04-04 20:00,做空,45735.0,45735.0,是,0.95,691.27,1.511,45627.0,45735.0,46426.27,40246.8,2022-04-05 04:00,46426.27,2,-1.0,-1.511,1.402,ATR止损,,2022
778,A_原策略_6K极值,2022-03-31 20:00,做空,46819.9,46819.9,是,0.0,629.62,1.345,46450.0,46819.9,47449.52,41201.51,2022-04-01 20:00,45319.29,6,2.3833,3.205,5.582,KAMA跟踪,,2022
779,A_原策略_6K极值,2022-03-24 20:00,做多,43500.0,43500.0,否,0.0,708.85,1.63,43967.0,43500.0,42791.15,53070.0,2022-03-29 04:00,47155.8,26,5.1573,8.404,10.805,KAMA跟踪,,2022
780,A_原策略_6K极值,2022-03-22 08:00,做多,41544.4,41544.4,是,0.0,650.72,1.566,42230.0,41544.4,40893.68,50684.17,2022-03-23 12:00,41786.76,7,0.3724,0.583,4.75,KAMA跟踪,,2022
781,A_原策略_6K极值,2022-03-21 08:00,做空,40900.0,40900.0,否,0.0,672.2,1.644,40811.3,40900.0,41572.2,35992.0,2022-03-22 00:00,41198.3,4,-0.4438,-0.729,0.545,保本平仓,,2022
782,A_原策略_6K极值,2022-03-19 00:00,做多,41086.0,41086.0,是,0.035,832.41,2.026,42020.3,41086.0,40253.59,50124.92,2022-03-20 20:00,41460.09,11,0.4494,0.911,3.312,KAMA跟踪,,2022
783,A_原策略_6K极值,2022-03-15 04:00,做多,39287.4,39287.4,是,0.0,812.97,2.069,39653.8,39287.4,38474.43,47930.63,2022-03-15 12:00,38474.43,2,-1.0,-2.069,1.305,ATR止损,,2022
784,A_原策略_6K极值,2022-03-14 04:00,做空,38333.0,38333.0,否,0.0,819.15,2.137,37743.7,38333.0,39152.15,33733.04,2022-03-14 12:00,39152.15,2,-1.0,-2.137,2.115,ATR止损,,2022
785,A_原策略_6K极值,2022-03-10 12:00,做空,40500.0,40500.0,是,1.716,1029.01,2.541,39219.9,40500.0,41529.01,35640.0,2022-03-11 16:00,40051.26,7,0.4361,1.108,5.679,KAMA跟踪,,2022
786,A_原策略_6K极值,2022-03-09 08:00,做多,39340.5,39340.5,否,0.0,970.82,2.468,41198.5,39340.5,38369.68,47995.41,2022-03-10 08:00,41330.06,6,2.0494,5.057,8.406,KAMA跟踪,,2022
787,A_原策略_6K极值,2022-03-08 00:00,做空,37529.9,37529.9,是,0.0,908.53,2.421,37288.7,37529.9,38438.43,33026.31,2022-03-08 04:00,38438.43,1,-1.0,-2.421,1.055,ATR止损,,2022
788,A_原策略_6K极值,2022-03-06 16:00,做空,38754.5,38754.5,是,0.0,912.15,2.354,38330.9,38754.5,39666.65,34103.96,2022-03-07 20:00,38754.5,7,0.0,0.0,3.16,保本平仓,,2022
789,A_原策略_6K极值,2022-03-03 08:00,做空,43321.0,43321.0,是,0.0,1140.59,2.633,43312.7,43321.0,44461.59,38122.48,2022-03-06 00:00,39461.96,16,3.3834,8.908,11.08,KAMA跟踪,,2022
790,A_原策略_6K极值,2022-02-28 20:00,做多,39868.6,39868.6,是,0.0,1056.46,2.65,40792.8,39868.6,38812.14,48639.69,2022-03-02 12:00,43939.74,10,3.8536,10.211,12.708,KAMA跟踪,,2022
791,A_原策略_6K极值,2022-02-28 00:00,做空,38162.0,38162.0,是,0.0,1023.98,2.683,37574.7,38162.0,39185.98,33582.56,2022-02-28 16:00,38317.4,4,-0.1518,-0.407,3.216,保本平仓,,2022
792,A_原策略_6K极值,2022-02-24 04:00,做空,37500.4,37500.4,是,0.0,940.21,2.507,37227.8,37500.4,38440.61,33000.35,2022-02-25 04:00,37384.85,6,0.1229,0.308,8.524,KAMA跟踪,,2022
793,A_原策略_6K极值,2022-02-23 16:00,做多,38450.0,38450.0,是,0.0,920.93,2.395,38757.2,38450.0,37529.07,46909.0,2022-02-24 00:00,37529.07,2,-1.0,-2.395,2.081,ATR止损,,2022
794,A_原策略_6K极值,2022-02-22 04:00,做空,37171.2,37171.2,是,2.3,919.34,2.473,36986.4,37171.2,38090.54,32710.66,2022-02-22 20:00,37504.7,4,-0.3628,-0.897,2.317,保本平仓,,2022
795,A_原策略_6K极值,2022-02-21 16:00,做空,37905.0,37905.0,是,0.0,754.21,1.99,37549.9,37905.0,38659.21,33356.4,2022-02-21 20:00,38659.21,1,-1.0,-1.99,1.936,ATR止损,,2022
796,A_原策略_6K极值,2022-02-20 12:00,做空,39610.3,39610.3,是,0.0,720.27,1.818,38770.4,39610.3,40330.57,34857.06,2022-02-21 08:00,39017.61,5,0.8229,1.496,4.305,KAMA跟踪,,2022
797,A_原策略_6K极值,2022-02-17 16:00,做空,43277.8,43277.8,是,0.0,749.55,1.732,43158.2,43277.8,44027.35,38084.46,2022-02-20 00:00,40341.2,14,3.9178,6.785,8.909,KAMA跟踪,,2022
798,A_原策略_6K极值,2022-02-15 08:00,做多,42888.0,42888.0,否,0.0,823.56,1.92,43535.1,42888.0,42064.44,52323.36,2022-02-16 20:00,43688.84,9,0.9724,1.867,4.404,KAMA跟踪,,2022
799,A_原策略_6K极值,2022-02-10 00:00,做多,44436.44,44436.44,是,0.093,918.76,2.068,44455.07,44436.44,43517.68,54212.46,2022-02-10 16:00,44066.19,4,-0.403,-0.833,1.657,保本平仓,,2022
800,A_原策略_6K极值,2022-02-07 08:00,做多,42656.8,42656.8,否,0.0,773.54,1.813,42784.68,42656.8,41883.26,52041.3,2022-02-08 16:00,43907.41,8,1.6167,2.932,6.9,KAMA跟踪,,2022
801,A_原策略_6K极值,2022-02-04 12:00,做多,37435.54,37435.54,否,0.0,749.29,2.002,37858.99,37435.54,36686.25,45671.36,2022-02-06 00:00,41136.75,9,4.9396,9.887,11.984,KAMA跟踪,,2022
802,A_原策略_6K极值,2022-02-02 20:00,做空,38170.89,38170.89,是,0.0,753.18,1.973,37419.51,38170.89,38924.07,33590.38,2022-02-04 04:00,37243.63,8,1.2311,2.429,5.152,KAMA跟踪,,2022
803,A_原策略_6K极值,2022-01-31 08:00,做空,37334.83,37334.83,是,1.022,851.4,2.28,36998.67,37334.83,38186.23,32854.65,2022-02-01 00:00,37694.46,4,-0.4224,-0.963,1.446,保本平仓,,2022
804,A_原策略_6K极值,2022-01-29 04:00,做多,37488.99,37488.99,是,0.0,1049.94,2.801,37696.21,37488.99,36439.05,45736.57,2022-01-29 20:00,37488.99,4,0.0,0.0,1.926,保本平仓,,2022
805,A_原策略_6K极值,2022-01-28 08:00,做多,37200.0,37200.0,是,0.356,1128.94,3.035,37341.84,37200.0,36071.06,45384.0,2022-01-29 00:00,37169.99,4,-0.0266,-0.081,0.777,保本平仓,,2022
806,A_原策略_6K极值,2022-01-27 08:00,做空,36232.42,36232.42,是,0.838,1140.26,3.147,35730.42,36232.42,37372.68,31884.53,2022-01-28 00:00,36625.29,4,-0.3445,-1.084,1.542,保本平仓,,2022
