止盈配置,信号时间,年份,月份,方向,突破基准价,回调高点价,回调高点时间,是否有回调高点,回调偏移(%),信号K收盘价,ATR,ATR%,初始止损价,止盈目标价,日线EMA70,偏离度_突破K(%),偏离度_前一K(%),出场时间,出场价,出场原因,涨跌幅_回调高点(%),涨跌幅_突破线(%),R值,MFE_回调高点(%),MFE_突破线(%),MFE的R值,MFE是否≥10%(回调高点),MFE是否≥10%(突破线),MFE是否≥8%(回调高点),持仓K线数,持仓小时
16%,2024-04-28 08:00,2024,4,做多,63901.4,63901.4,2024-04-27 08:00,是,0.0,63989.8,911.13,1.43,62990.27,74125.62,62800.47,1.89,1.0,2024-04-29 00:00,63901.4,保本平仓,0.0,0.0,0.0,0.22,0.22,0.15,否,否,否,4,16
16%,2024-04-29 04:00,2024,4,做空,63115.0,63230.7,2024-04-28 16:00,是,0.18,63088.3,835.16,1.32,63950.16,53113.79,62800.47,0.46,1.41,2024-04-30 00:00,63115.0,保本平仓,0.18,0.0,0.0,2.38,2.2,1.66,否,否,否,5,20
16%,2024-04-30 04:00,2024,4,做多,63716.9,63337.8,2024-04-29 08:00,是,0.59,63842.4,860.66,1.35,62856.24,73471.85,62829.82,1.61,0.2,2024-04-30 16:00,62856.24,ATR止损,-0.76,-1.35,-1.0,2.15,1.54,1.14,否,否,否,3,12
16%,2024-04-30 20:00,2024,4,做空,61000.0,62787.6,2024-04-30 04:00,是,2.93,60764.9,976.33,1.6,61976.33,52741.58,62768.45,-3.19,-2.53,2024-05-02 20:00,59116.73,KAMA跟踪止盈,5.85,3.09,1.93,9.95,7.32,4.57,否,否,是,12,48
16%,2024-05-03 08:00,2024,5,做多,59637.3,59637.3,2024-05-03 08:00,否,0.0,59687.9,1251.17,2.1,58386.13,69179.27,62550.02,-4.58,-5.6,2024-05-05 08:00,63163.88,KAMA跟踪止盈,5.91,5.91,2.82,8.23,8.23,3.92,否,否,是,12,48
16%,2024-05-05 20:00,2024,5,做多,64198.9,64170.6,2024-05-05 08:00,是,0.04,64398.0,1137.43,1.77,63061.47,74437.9,62626.5,2.83,1.93,2024-05-06 12:00,64198.9,保本平仓,0.04,0.0,0.0,0.61,0.57,0.32,否,否,否,4,16
16%,2024-05-08 04:00,2024,5,做空,62758.1,62805.6,2024-05-07 08:00,是,0.08,62296.0,1086.35,1.73,63844.45,52756.7,62631.32,-0.54,0.64,2024-05-08 20:00,62758.1,保本平仓,0.08,0.0,0.0,1.7,1.63,0.94,否,否,否,4,16
16%,2024-05-09 04:00,2024,5,做空,61736.7,61736.7,2024-05-09 04:00,否,0.0,61157.9,1029.41,1.67,62766.11,51858.83,62589.82,-2.29,-0.7,2024-05-09 20:00,61736.7,保本平仓,0.0,0.0,0.0,1.92,1.92,1.15,否,否,否,4,16
16%,2024-05-10 04:00,2024,5,做多,62637.3,61779.0,2024-05-09 08:00,是,1.37,63050.1,1019.2,1.63,61618.1,71663.64,62602.79,0.71,-0.29,2024-05-10 20:00,62637.3,保本平仓,1.39,0.0,0.0,2.7,1.29,0.79,否,否,否,4,16
16%,2024-05-13 12:00,2024,5,做多,61849.4,61849.4,2024-05-13 00:00,是,0.0,62296.6,821.44,1.33,61027.96,71745.3,62485.2,-0.3,-2.17,2024-05-14 08:00,62458.46,KAMA跟踪止盈,0.98,0.98,0.74,2.57,2.57,1.94,否,否,否,5,20
16%,2024-05-15 16:00,2024,5,做多,62295.9,62295.9,2024-05-14 20:00,是,0.0,62447.4,812.64,1.3,61483.26,72263.24,62563.57,-0.19,-0.65,2024-05-16 20:00,65664.47,KAMA跟踪止盈,5.41,5.41,4.15,7.23,7.23,5.54,否,否,否,7,28
16%,2024-05-17 20:00,2024,5,做多,66800.0,66800.0,2024-05-16 20:00,是,0.0,67170.0,913.77,1.37,65886.23,77488.0,62760.63,7.03,5.45,2024-05-18 12:00,66800.0,保本平仓,0.0,0.0,0.0,0.72,0.72,0.52,否,否,否,4,16
16%,2024-05-20 00:00,2024,5,做空,66619.4,66810.0,2024-05-19 08:00,是,0.29,66002.9,764.52,1.15,67383.92,56120.4,62971.53,4.81,6.18,2024-05-20 16:00,66425.69,KAMA跟踪止盈,0.58,0.29,0.25,1.27,0.99,0.86,否,否,否,4,16
16%,2024-05-20 20:00,2024,5,做多,67341.4,66964.7,2024-05-20 00:00,是,0.56,67382.1,771.51,1.15,66569.89,77679.05,63210.82,6.6,5.95,2024-05-22 00:00,69630.55,KAMA跟踪止盈,3.98,3.4,2.97,7.72,7.12,6.21,否,否,否,7,28
16%,2024-05-23 04:00,2024,5,做空,69241.5,69242.0,2024-05-22 12:00,是,0.0,69219.1,997.15,1.44,70238.65,58163.28,63570.55,8.89,9.59,2024-05-23 20:00,69241.5,保本平仓,0.0,0.0,0.0,2.35,2.35,1.63,否,否,否,4,16
16%,2024-05-24 00:00,2024,5,做空,67612.8,69219.1,2024-05-23 08:00,是,2.38,67239.0,1017.75,1.51,68630.55,58144.04,63695.32,5.56,6.92,2024-05-24 20:00,67612.8,保本平仓,2.32,0.0,0.0,4.42,2.15,1.43,否,否,否,5,20
16%,2024-05-25 00:00,2024,5,做多,68445.0,68042.9,2024-05-24 08:00,是,0.59,69127.4,1078.12,1.58,67366.88,78929.76,63833.03,8.29,7.06,2024-05-26 08:00,68877.24,KAMA跟踪止盈,1.23,0.63,0.4,2.32,1.72,1.09,否,否,否,8,32
16%,2024-05-27 04:00,2024,5,做空,68678.5,68830.0,2024-05-26 08:00,是,0.22,68524.3,822.6,1.2,69501.1,57817.2,64115.24,6.88,7.5,2024-05-27 20:00,68678.5,保本平仓,0.22,0.0,0.0,0.82,0.6,0.5,否,否,否,4,16
16%,2024-05-28 08:00,2024,5,做空,68268.7,68401.2,2024-05-27 20:00,是,0.19,68070.0,903.92,1.32,69172.62,57457.01,64383.43,5.73,8.08,2024-05-29 00:00,68268.7,保本平仓,0.19,0.0,0.0,1.65,1.46,1.1,否,否,否,4,16
16%,2024-05-30 20:00,2024,5,做多,68479.0,68330.6,2024-05-29 20:00,是,0.22,68566.4,902.13,1.32,67576.87,79263.5,64587.07,6.16,5.06,2024-05-31 12:00,68479.0,保本平仓,0.22,0.0,0.0,1.81,1.59,1.21,否,否,否,4,16
16%,2024-05-31 20:00,2024,5,做空,67792.4,68068.8,2024-05-31 04:00,是,0.41,67252.7,857.21,1.26,68649.61,57177.79,64671.32,3.99,5.75,2024-06-01 12:00,67792.4,保本平仓,0.41,0.0,0.0,2.01,1.61,1.27,否,否,否,4,16
16%,2024-06-02 16:00,2024,6,做多,67951.7,67936.0,2024-06-01 20:00,是,0.02,68284.1,684.16,1.01,67267.54,78805.76,64845.25,5.3,4.47,2024-06-03 08:00,68174.97,KAMA跟踪止盈,0.35,0.33,0.33,1.34,1.32,1.31,否,否,否,4,16
16%,2024-06-03 12:00,2024,6,做多,68848.0,68545.9,2024-06-02 20:00,是,0.44,68949.9,723.27,1.05,68124.73,79513.24,64958.1,6.15,5.35,2024-06-04 04:00,68848.0,保本平仓,0.44,0.0,0.0,2.67,2.21,2.11,否,否,否,4,16
16%,2024-06-04 20:00,2024,6,做多,70372.9,69408.2,2024-06-04 08:00,是,1.37,70492.0,763.89,1.09,69609.01,80513.51,65116.46,8.26,5.95,2024-06-07 00:00,70795.78,KAMA跟踪止盈,2.0,0.6,0.55,3.48,2.06,1.9,否,否,否,13,52
16%,2024-06-07 16:00,2024,6,做多,71714.8,71421.6,2024-06-07 00:00,是,0.41,71750.0,725.1,1.01,70989.7,82849.06,65552.96,9.45,8.53,2024-06-07 20:00,70989.7,ATR止损,-0.6,-1.01,-1.0,1.01,0.6,0.59,否,否,否,1,4
16%,2024-06-08 00:00,2024,6,做空,70101.9,70700.0,2024-06-07 08:00,是,0.85,69287.2,760.9,1.09,70862.8,59388.0,65552.96,5.7,8.54,2024-06-09 20:00,69772.31,KAMA跟踪止盈,1.31,0.47,0.43,2.4,1.57,1.45,否,否,否,11,44
16%,2024-06-10 20:00,2024,6,做多,69879.0,69833.0,2024-06-10 08:00,是,0.07,70090.9,563.65,0.81,69315.35,81006.28,65879.35,6.39,5.51,2024-06-11 08:00,69315.35,ATR止损,-0.74,-0.81,-1.0,0.48,0.41,0.51,否,否,否,3,12
16%,2024-06-11 12:00,2024,6,做空,67881.9,69255.1,2024-06-10 20:00,是,2.02,67582.0,637.92,0.94,68519.82,58174.28,65919.95,2.52,3.87,2024-06-12 16:00,67881.9,保本平仓,1.98,0.0,0.0,4.7,2.77,2.95,否,否,否,7,28
16%,2024-06-12 20:00,2024,6,做多,68065.3,68065.3,2024-06-12 20:00,否,0.0,69738.0,714.25,1.05,67351.05,78955.75,65986.16,5.69,2.73,2024-06-13 00:00,67351.05,ATR止损,-1.05,-1.05,-1.0,2.64,2.64,2.52,否,否,否,1,4
16%,2024-06-13 20:00,2024,6,做空,66957.0,66957.0,2024-06-13 08:00,是,0.0,66464.4,901.55,1.35,67858.55,56243.88,66008.72,0.69,2.63,2024-06-14 12:00,66957.0,保本平仓,0.0,0.0,0.0,1.05,1.05,0.78,否,否,否,4,16
16%,2024-06-15 00:00,2024,6,做空,66251.1,66471.3,2024-06-14 08:00,是,0.33,65514.9,886.5,1.34,67137.6,55835.89,66009.59,-0.75,0.56,2024-06-15 16:00,66251.1,保本平仓,0.33,0.0,0.0,1.5,1.18,0.88,否,否,否,4,16
16%,2024-06-17 16:00,2024,6,做空,65907.5,66169.4,2024-06-16 16:00,是,0.4,65791.8,673.93,1.02,66581.43,55582.3,66045.68,-0.38,0.15,2024-06-18 00:00,66581.43,ATR止损,-0.62,-1.02,-1.0,1.62,1.23,1.21,否,否,否,2,8
16%,2024-06-20 12:00,2024,6,做多,65711.9,65279.9,2024-06-19 20:00,是,0.66,65831.4,750.94,1.14,64960.96,75724.68,65957.84,-0.19,-1.22,2024-06-20 20:00,64960.96,ATR止损,-0.49,-1.14,-1.0,1.82,1.15,1.01,否,否,否,2,8
16%,2024-06-21 08:00,2024,6,做空,64526.0,64804.7,2024-06-20 08:00,是,0.43,64473.4,781.64,1.21,65307.64,54435.95,65906.18,-2.17,-1.67,2024-06-25 08:00,60740.35,KAMA跟踪止盈,6.27,5.87,4.84,10.16,9.78,8.07,是,否,是,24,96
16%,2024-06-25 20:00,2024,6,做多,61677.0,61677.0,2024-06-24 20:00,是,0.0,61776.0,861.77,1.4,60815.23,71545.32,65520.48,-5.71,-6.64,2024-06-26 12:00,61677.0,保本平仓,0.0,0.0,0.0,1.28,1.28,0.91,否,否,否,4,16
16%,2024-06-27 00:00,2024,6,做空,61100.0,61100.0,2024-06-26 00:00,是,0.0,60991.0,845.6,1.38,61945.6,51324.0,65389.2,-6.73,-6.02,2024-06-27 16:00,60973.38,KAMA跟踪止盈,0.21,0.21,0.15,0.81,0.81,0.59,否,否,否,4,16
16%,2024-06-28 20:00,2024,6,做空,61137.7,61137.7,2024-06-27 20:00,是,0.0,61039.9,768.97,1.26,61906.67,51355.67,65148.01,-6.31,-5.34,2024-06-29 12:00,61017.09,KAMA跟踪止盈,0.2,0.2,0.16,1.8,1.8,1.43,否,否,否,4,16
16%,2024-06-30 12:00,2024,6,做多,61232.0,61130.0,2024-06-30 00:00,是,0.17,61533.6,644.92,1.05,60587.08,70910.8,64966.88,-5.28,-6.26,2024-07-01 16:00,62620.37,KAMA跟踪止盈,2.44,2.27,2.15,4.37,4.19,3.98,否,否,否,7,28
16%,2024-07-02 20:00,2024,7,做空,62387.0,62502.2,2024-07-01 20:00,是,0.18,61945.0,666.73,1.07,63053.73,52501.85,64829.76,-4.45,-3.09,2024-07-06 00:00,56683.55,KAMA跟踪止盈,9.31,9.14,8.55,14.68,14.52,13.58,是,是,是,19,76
16%,2024-07-06 20:00,2024,7,做多,57000.0,56975.0,2024-07-06 08:00,是,0.04,57285.4,1101.86,1.93,55898.14,66091.0,64091.71,-10.62,-11.51,2024-07-07 12:00,57402.85,KAMA跟踪止盈,0.75,0.71,0.37,2.63,2.58,1.34,否,否,否,4,16
16%,2024-07-08 04:00,2024,7,做空,56555.1,56555.1,2024-07-08 04:00,否,0.0,55830.9,998.61,1.77,57553.71,47506.28,63859.01,-12.57,-10.53,2024-07-08 16:00,57553.71,ATR止损,-1.77,-1.77,-1.0,4.09,4.09,2.32,否,否,否,3,12
16%,2024-07-10 12:00,2024,7,做多,58290.6,58290.6,2024-07-10 00:00,是,0.0,58948.1,1104.7,1.9,57185.9,67617.1,63335.14,-6.93,-8.17,2024-07-11 04:00,58290.6,保本平仓,0.0,0.0,0.0,1.24,1.24,0.65,否,否,否,4,16
16%,2024-07-12 08:00,2024,7,做空,57030.0,57030.0,2024-07-11 08:00,是,0.0,56887.6,1077.54,1.89,58107.54,47905.2,63016.4,-9.73,-9.26,2024-07-12 20:00,58107.54,ATR止损,-1.89,-1.89,-1.0,0.6,0.6,0.32,否,否,否,3,12
16%,2024-07-13 16:00,2024,7,做多,58500.0,58500.0,2024-07-13 00:00,是,0.0,58513.9,962.79,1.65,57537.21,67860.0,62908.16,-6.99,-7.58,2024-07-16 12:00,63573.93,KAMA跟踪止盈,8.67,8.67,5.27,11.09,11.09,6.74,是,是,是,17,68
16%,2024-07-17 00:00,2024,7,做多,64988.8,64988.8,2024-07-16 12:00,是,0.0,65125.2,1099.14,1.69,63889.66,75387.01,62958.9,3.44,2.98,2024-07-17 16:00,64988.8,保本平仓,0.0,0.0,0.0,1.71,1.71,1.01,否,否,否,4,16
16%,2024-07-18 20:00,2024,7,做空,63823.0,63871.2,2024-07-18 08:00,是,0.08,63500.1,1019.69,1.6,64842.69,53651.81,63017.12,0.77,2.72,2024-07-19 12:00,63823.0,保本平仓,0.08,0.0,0.0,1.04,0.97,0.6,否,否,否,4,16
16%,2024-07-19 20:00,2024,7,做多,65098.9,65098.9,2024-07-18 20:00,是,0.0,65791.5,1007.27,1.55,64091.63,75514.72,63118.83,4.23,1.55,2024-07-22 00:00,66314.86,KAMA跟踪止盈,1.87,1.87,1.21,4.03,4.03,2.6,否,否,否,13,52
16%,2024-07-22 04:00,2024,7,做多,67719.8,67400.0,2024-07-21 08:00,是,0.47,68138.0,931.1,1.37,66788.7,78184.0,63369.09,7.53,6.35,2024-07-22 20:00,67719.8,保本平仓,0.47,0.0,0.0,1.57,1.09,0.79,否,否,否,4,16
16%,2024-07-24 00:00,2024,7,做空,65921.7,66784.1,2024-07-23 00:00,是,1.31,65516.1,973.97,1.48,66895.67,56098.64,63553.9,3.09,4.72,2024-07-24 16:00,65921.7,保本平仓,1.29,0.0,0.0,2.0,0.71,0.48,否,否,否,4,16
16%,2024-07-25 04:00,2024,7,做空,65450.8,65577.5,2024-07-24 12:00,是,0.19,65350.8,933.9,1.43,66384.7,55085.1,63604.52,2.75,3.19,2024-07-26 04:00,65317.52,KAMA跟踪止盈,0.4,0.2,0.14,3.23,3.05,2.14,否,否,否,6,24
16%,2024-07-26 08:00,2024,7,做多,66144.0,65606.3,2024-07-25 08:00,是,0.81,67014.0,1004.21,1.52,65139.79,76103.31,63784.39,5.06,3.31,2024-07-28 00:00,68036.5,KAMA跟踪止盈,3.7,2.86,1.88,5.75,4.89,3.22,否,否,否,10,40
16%,2024-07-29 08:00,2024,7,做多,68300.0,68246.6,2024-07-28 08:00,是,0.08,69323.1,951.79,1.39,67348.21,79166.06,64098.03,8.15,6.55,2024-07-30 00:00,68300.0,保本平仓,0.08,0.0,0.0,2.69,2.61,1.87,否,否,否,4,16
16%,2024-08-01 00:00,2024,7,做空,65254.5,65459.4,2024-07-31 12:00,是,0.31,65229.8,979.39,1.5,66233.89,54985.9,64168.65,1.65,3.41,2024-08-02 04:00,64847.69,KAMA跟踪止盈,0.93,0.62,0.42,4.87,4.57,3.05,否,否,否,7,28
16%,2024-08-03 04:00,2024,8,做空,62350.0,63630.6,2024-08-02 08:00,是,2.05,61483.7,1234.49,1.98,63584.49,53449.7,64124.78,-4.12,-2.35,2024-08-05 08:00,53449.7,固定止盈,16.0,14.27,7.21,17.93,16.24,8.2,是,是,是,13,52
16%,2024-08-06 20:00,2024,8,做多,56254.8,56254.8,2024-08-06 08:00,是,0.0,56370.0,1940.07,3.45,54314.73,65255.57,63370.53,-11.05,-12.91,2024-08-07 20:00,56254.8,保本平仓,0.0,0.0,0.0,2.57,2.57,0.74,否,否,否,6,24
16%,2024-08-08 00:00,2024,8,做空,55516.3,55516.3,2024-08-07 08:00,是,0.0,54739.9,1755.3,3.16,57271.6,46633.69,63137.64,-13.3,-11.2,2024-08-08 08:00,57271.6,ATR止损,-3.16,-3.16,-1.0,1.79,1.79,0.57,否,否,否,2,8
16%,2024-08-08 20:00,2024,8,做多,57688.8,57688.8,2024-08-08 08:00,是,0.0,59391.3,1676.4,2.91,56012.4,66919.01,63096.01,-5.87,-9.2,2024-08-12 00:00,59878.92,KAMA跟踪止盈,3.8,3.8,1.31,8.75,8.75,3.01,否,否,是,19,76
16%,2024-08-12 04:00,2024,8,做空,59512.2,60721.0,2024-08-11 04:00,是,2.03,58693.1,1233.97,2.07,60746.17,51005.64,62850.74,-6.62,-5.18,2024-08-12 20:00,59397.92,KAMA跟踪止盈,2.18,0.19,0.09,5.12,3.19,1.54,否,否,否,4,16
16%,2024-08-14 00:00,2024,8,做多,60390.8,59895.0,2024-08-13 08:00,是,0.82,60792.1,1288.76,2.13,59102.04,69478.2,62689.38,-3.03,-5.19,2024-08-14 20:00,60390.8,保本平仓,0.83,0.0,0.0,3.25,2.4,1.12,否,否,否,5,20
16%,2024-08-16 00:00,2024,8,做空,57679.6,57679.6,2024-08-15 12:00,是,0.0,57002.4,1227.94,2.13,58907.54,48450.86,62432.88,-8.7,-4.47,2024-08-16 16:00,57679.6,保本平仓,0.0,0.0,0.0,2.97,2.97,1.39,否,否,否,4,16
16%,2024-08-19 04:00,2024,8,做空,59122.1,59214.0,2024-08-18 12:00,是,0.16,58390.0,983.18,1.66,60105.28,49739.76,62142.66,-6.04,-3.98,2024-08-20 00:00,59083.8,KAMA跟踪止盈,0.22,0.06,0.04,2.47,2.32,1.4,否,否,否,5,20
16%,2024-08-20 08:00,2024,8,做多,59585.4,58736.6,2024-08-19 08:00,是,1.42,60588.6,938.87,1.58,58646.53,68134.46,61978.53,-2.24,-4.3,2024-08-21 00:00,59585.4,保本平仓,1.45,0.0,0.0,4.51,3.02,1.92,否,否,否,4,16
16%,2024-08-22 00:00,2024,8,做多,60192.3,60192.3,2024-08-22 00:00,否,0.0,61538.1,985.48,1.64,59206.82,69823.07,61954.34,-0.67,-3.98,2024-08-22 20:00,60192.3,保本平仓,0.0,0.0,0.0,2.66,2.66,1.63,否,否,否,5,20
16%,2024-08-23 20:00,2024,8,做多,61370.0,61364.0,2024-08-22 20:00,是,0.01,61499.0,945.79,1.54,60424.21,71182.24,61968.6,-0.76,-2.03,2024-08-26 12:00,63557.91,KAMA跟踪止盈,3.58,3.57,2.31,6.21,6.2,4.02,否,否,否,16,64
16%,2024-08-27 04:00,2024,8,做空,63032.0,63032.0,2024-08-27 04:00,否,0.0,62807.6,825.26,1.31,63857.26,52946.88,62110.2,1.12,1.92,2024-08-29 16:00,59810.57,KAMA跟踪止盈,5.11,5.11,3.9,8.27,8.27,6.32,否,否,是,15,60
16%,2024-08-29 20:00,2024,8,做多,60450.0,59794.7,2024-08-29 00:00,是,1.08,60750.9,1036.95,1.72,59413.05,69361.85,61874.31,-1.82,-2.96,2024-08-30 00:00,59413.05,ATR止损,-0.64,-1.72,-1.0,1.9,0.79,0.46,否,否,否,1,4
16%,2024-08-30 20:00,2024,8,做空,58650.0,58650.0,2024-08-30 20:00,否,0.0,58073.1,1023.53,1.75,59673.53,49266.0,61796.05,-6.02,-3.93,2024-08-31 12:00,58650.0,保本平仓,0.0,0.0,0.0,1.92,1.92,1.1,否,否,否,4,16
16%,2024-09-01 08:00,2024,9,做空,58700.0,58700.0,2024-09-01 08:00,否,0.0,58501.6,893.49,1.52,59593.49,49308.0,61590.37,-5.02,-4.49,2024-09-02 00:00,58700.0,保本平仓,0.0,0.0,0.0,2.69,2.69,1.76,否,否,否,4,16
16%,2024-09-03 04:00,2024,9,做多,58783.0,58626.3,2024-09-02 04:00,是,0.27,59112.1,874.07,1.49,57908.93,68006.51,61520.56,-3.91,-5.04,2024-09-03 20:00,58783.0,保本平仓,0.27,0.0,0.0,1.98,1.71,1.15,否,否,否,4,16
16%,2024-09-04 04:00,2024,9,做空,57530.1,58354.8,2024-09-03 04:00,是,1.43,57451.9,875.64,1.52,58405.74,49018.03,61405.95,-6.44,-5.51,2024-09-04 20:00,57530.1,保本平仓,1.41,0.0,0.0,4.8,3.43,2.26,否,否,否,4,16
16%,2024-09-05 20:00,2024,9,做空,56154.0,56154.0,2024-09-04 20:00,是,0.0,55947.0,944.82,1.68,57098.82,47169.36,61163.02,-8.53,-7.35,2024-09-06 12:00,56154.0,保本平仓,0.0,0.0,0.0,1.61,1.61,0.96,否,否,否,4,16
16%,2024-09-06 20:00,2024,9,做空,55250.0,55250.0,2024-09-06 20:00,否,0.0,54022.1,959.68,1.74,56209.68,46410.0,60959.21,-11.38,-8.18,2024-09-09 04:00,54792.49,KAMA跟踪止盈,0.83,0.83,0.48,4.96,4.96,2.85,否,否,否,14,56
16%,2024-09-10 00:00,2024,9,做多,55774.9,55774.9,2024-09-10 00:00,否,0.0,57060.1,863.72,1.55,54911.18,64698.88,60498.88,-5.68,-8.49,2024-09-11 08:00,56643.82,KAMA跟踪止盈,1.56,1.56,1.01,4.26,4.26,2.75,否,否,否,8,32
16%,2024-09-12 08:00,2024,9,做多,57954.4,57729.0,2024-09-11 08:00,是,0.39,58197.9,924.25,1.59,57030.15,66965.64,60266.94,-3.43,-5.01,2024-09-13 00:00,57954.4,保本平仓,0.39,0.0,0.0,1.52,1.13,0.71,否,否,否,4,16
16%,2024-09-13 20:00,2024,9,做多,58606.6,58366.8,2024-09-13 04:00,是,0.41,59623.5,840.34,1.43,57766.26,67705.49,60272.27,-1.08,-4.01,2024-09-16 04:00,59240.58,KAMA跟踪止盈,1.5,1.08,0.75,3.82,3.4,2.37,否,否,否,14,56
16%,2024-09-16 08:00,2024,9,做空,58654.0,58654.0,2024-09-16 08:00,否,0.0,58546.5,724.27,1.23,59378.27,49269.36,60173.25,-2.7,-1.88,2024-09-17 12:00,58577.03,KAMA跟踪止盈,0.13,0.13,0.11,2.06,2.06,1.67,否,否,否,7,28
16%,2024-09-17 20:00,2024,9,做多,59274.4,58766.0,2024-09-16 20:00,是,0.86,61103.0,759.75,1.28,58514.65,68168.56,60176.28,1.54,-1.86,2024-09-18 20:00,59274.4,保本平仓,0.87,0.0,0.0,4.21,3.32,2.59,否,否,否,6,24
16%,2024-09-19 04:00,2024,9,做多,61320.7,60664.9,2024-09-18 12:00,是,1.07,61735.3,934.49,1.52,60386.21,70371.28,60220.2,2.52,-0.32,2024-09-20 20:00,62657.08,KAMA跟踪止盈,3.28,2.18,1.43,5.71,4.58,3.0,否,否,否,10,40
16%,2024-09-22 16:00,2024,9,做空,62801.2,62995.2,2024-09-21 20:00,是,0.31,62751.4,744.63,1.19,63545.83,52915.97,60547.72,3.64,3.9,2024-09-23 04:00,63545.83,ATR止损,-0.87,-1.19,-1.0,1.04,0.74,0.62,否,否,否,3,12
16%,2024-09-23 08:00,2024,9,做多,64000.0,63182.4,2024-09-22 12:00,是,1.28,64320.1,768.21,1.2,63231.79,73291.58,60625.3,6.09,4.97,2024-09-23 20:00,63231.79,ATR止损,0.08,-1.2,-1.0,1.97,0.67,0.56,否,否,否,3,12
16%,2024-09-25 00:00,2024,9,做多,63925.5,63790.0,2024-09-24 00:00,是,0.21,64270.0,787.76,1.23,63137.74,73996.4,60727.21,5.83,3.95,2024-09-25 16:00,63925.5,保本平仓,0.21,0.0,0.0,1.58,1.37,1.11,否,否,否,4,16
16%,2024-09-26 16:00,2024,9,做多,63971.0,63642.4,2024-09-26 00:00,是,0.51,64373.0,771.6,1.21,63199.4,73825.18,60916.96,5.67,4.77,2024-09-30 08:00,65278.51,KAMA跟踪止盈,2.57,2.04,1.69,4.41,3.88,3.21,否,否,否,22,88
16%,2024-09-30 16:00,2024,9,做空,64150.0,65480.0,2024-09-29 20:00,是,2.07,63794.4,639.91,1.0,64789.91,55003.2,61367.13,3.96,5.17,2024-10-01 12:00,64009.55,KAMA跟踪止盈,2.25,0.22,0.22,4.05,2.07,2.07,否,否,否,5,20
16%,2024-10-01 20:00,2024,10,做空,62825.0,63000.0,2024-10-01 08:00,是,0.28,62613.8,666.98,1.06,63491.98,52920.0,61350.5,2.06,3.83,2024-10-03 00:00,62321.45,KAMA跟踪止盈,1.08,0.8,0.75,4.87,4.6,4.33,否,否,否,7,28
16%,2024-10-04 20:00,2024,10,做多,61616.0,61616.0,2024-10-04 20:00,否,0.0,61843.1,874.21,1.42,60741.79,71474.56,61333.9,0.83,0.15,2024-10-05 12:00,61791.1,KAMA跟踪止盈,0.28,0.28,0.2,1.37,1.37,0.96,否,否,否,4,16
16%,2024-10-06 20:00,2024,10,做多,62344.0,62159.4,2024-10-06 00:00,是,0.3,62690.4,673.8,1.08,61670.2,72104.9,61393.76,2.11,1.1,2024-10-08 00:00,62731.0,KAMA跟踪止盈,0.92,0.62,0.57,3.68,3.38,3.12,否,否,否,7,28
16%,2024-10-08 04:00,2024,10,做空,62265.0,62621.9,2024-10-07 16:00,是,0.57,62190.7,769.86,1.24,63034.86,52602.4,61416.21,1.26,3.15,2024-10-08 20:00,62265.0,保本平仓,0.57,0.0,0.0,1.25,0.69,0.56,否,否,否,4,16
16%,2024-10-10 00:00,2024,10,做空,61600.1,61962.8,2024-10-09 08:00,是,0.59,61013.7,729.53,1.18,62329.63,52048.75,61412.99,-0.65,1.42,2024-10-11 16:00,61030.16,KAMA跟踪止盈,1.51,0.93,0.78,4.94,4.38,3.7,否,否,否,10,40
16%,2024-10-11 20:00,2024,10,做多,61294.7,61020.0,2024-10-11 00:00,是,0.45,62218.0,776.08,1.27,60518.62,70783.2,61413.21,1.31,-0.44,2024-10-13 16:00,62552.51,KAMA跟踪止盈,2.51,2.05,1.62,4.0,3.54,2.79,否,否,否,11,44
16%,2024-10-13 20:00,2024,10,做空,62486.1,62781.0,2024-10-12 20:00,是,0.47,62195.3,701.22,1.12,63187.32,52736.04,61501.65,1.13,1.67,2024-10-14 08:00,63187.32,ATR止损,-0.65,-1.12,-1.0,1.02,0.55,0.49,否,否,否,3,12
16%,2024-10-14 12:00,2024,10,做多,64377.6,62938.1,2024-10-13 16:00,是,2.24,64599.6,761.44,1.18,63616.16,73008.2,61630.19,4.82,4.3,2024-10-15 20:00,65028.78,KAMA跟踪止盈,3.32,1.01,0.86,7.97,5.55,4.7,否,否,否,8,32
16%,2024-10-17 16:00,2024,10,做空,66888.0,67076.0,2024-10-16 20:00,是,0.28,66853.6,888.66,1.33,67776.66,56343.84,62100.0,7.65,8.34,2024-10-18 08:00,66888.0,保本平仓,0.28,0.0,0.0,0.71,0.43,0.32,否,否,否,4,16
16%,2024-10-18 20:00,2024,10,做多,68371.0,67673.9,2024-10-17 20:00,是,1.02,68710.0,864.24,1.26,67506.76,78501.72,62277.69,10.33,8.69,2024-10-19 12:00,68371.0,保本平仓,1.03,0.0,0.0,1.96,0.92,0.73,否,否,否,4,16
16%,2024-10-20 20:00,2024,10,做多,68498.0,68498.0,2024-10-20 20:00,否,0.0,68605.0,645.1,0.94,67852.9,79457.68,62634.04,9.53,9.2,2024-10-21 12:00,68498.0,保本平仓,0.0,0.0,0.0,1.56,1.56,1.66,否,否,否,4,16
